"X","Y"
-160.5,-85.4816907017498
-159.5,-85.4816907017498
-158.5,-85.4816907017498
-157.5,-85.4816907017498
-156.5,-85.4816907017498
-179.5,-84.4851035747189
-178.5,-84.4851035747189
-177.5,-84.4851035747189
-176.5,-84.4851035747189
-175.5,-84.4851035747189
-174.5,-84.4851035747189
-173.5,-84.4851035747189
-172.5,-84.4851035747189
-171.5,-84.4851035747189
-170.5,-84.4851035747189
-169.5,-84.4851035747189
-168.5,-84.4851035747189
-167.5,-84.4851035747189
-166.5,-84.4851035747189
176.5,-84.4851035747189
177.5,-84.4851035747189
178.5,-84.4851035747189
179.5,-84.4851035747189
-61.5,-83.4874802278987
-60.5,-83.4874802278987
-59.5000000000002,-83.4874802278987
-58.4999999999998,-83.4874802278987
-57.5000000000002,-83.4874802278987
167.5,-83.4874802278987
168.5,-83.4874802278987
169.5,-83.4874802278987
170.5,-83.4874802278987
171.5,-83.4874802278987
172.5,-83.4874802278987
173.5,-83.4874802278987
174.5,-83.4874802278987
175.5,-83.4874802278987
-65.4999999999999,-82.4892350057204
-64.5000000000004,-82.4892350057204
-63.4999999999995,-82.4892350057204
-62.5000000000004,-82.4892350057204
-61.4999999999999,-82.4892350057204
-60.5000000000001,-82.4892350057204
-59.5000000000001,-82.4892350057204
-57.5,-82.4892350057204
-56.5,-82.4892350057204
-55.5000000000002,-82.4892350057204
-54.5,-82.4892350057204
-53.5,-82.4892350057204
-52.5,-82.4892350057204
-51.4999999999999,-82.4892350057204
-50.4999999999999,-82.4892350057204
-47.4999999999997,-82.4892350057204
-46.5000000000001,-82.4892350057204
-45.5000000000001,-82.4892350057204
-44.5000000000002,-82.4892350057204
-43.4999999999997,-82.4892350057204
161.5,-82.4892350057204
162.5,-82.4892350057204
163.5,-82.4892350057204
164.5,-82.4892350057204
165.5,-82.4892350057204
166.5,-82.4892350057204
-153.5,-81.4905872465243
-152.5,-81.4905872465243
-151.5,-81.4905872465243
-51.4999999999999,-81.4905872465243
-50.4999999999999,-81.4905872465243
-49.5,-81.4905872465243
-48.5000000000001,-81.4905872465243
-47.4999999999997,-81.4905872465243
-46.5000000000001,-81.4905872465243
-45.5000000000002,-81.4905872465243
-44.5,-81.4905872465243
-43.4999999999997,-81.4905872465243
-42.5000000000003,-81.4905872465243
-41.5,-81.4905872465243
-40.4999999999998,-81.4905872465243
-39.5,-81.4905872465243
-37.5,-81.4905872465243
-36.5000000000002,-81.4905872465243
160.5,-81.4905872465243
161.5,-81.4905872465243
162.5,-81.4905872465243
-149.5,-80.4916639175871
-148.5,-80.4916639175871
-79.5000000000007,-80.4916639175871
-78.4999999999994,-80.4916639175871
-77.5,-80.4916639175871
-76.5000000000001,-80.4916639175871
-75.5000000000003,-80.4916639175871
-74.5,-80.4916639175871
-73.4999999999997,-80.4916639175871
-72.5000000000001,-80.4916639175871
-71.4999999999999,-80.4916639175871
-70.4999999999999,-80.4916639175871
-69.5000000000004,-80.4916639175871
-68.4999999999997,-80.4916639175871
-67.5000000000002,-80.4916639175871
-66.4999999999996,-80.4916639175871
-65.5000000000001,-80.4916639175871
-64.5000000000005,-80.4916639175871
-63.4999999999997,-80.4916639175871
-62.5,-80.4916639175871
-61.5,-80.4916639175871
-60.5000000000001,-80.4916639175871
-37.5,-80.4916639175871
-36.5000000000003,-80.4916639175871
-35.4999999999998,-80.4916639175871
-34.5000000000001,-80.4916639175871
-33.5,-80.4916639175871
-32.4999999999997,-80.4916639175871
-31.5000000000002,-80.4916639175871
-30.4999999999999,-80.4916639175871
-29.4999999999999,-80.4916639175871
-28.5000000000005,-80.4916639175871
-27.4999999999996,-80.4916639175871
-26.5000000000004,-80.4916639175871
-25.4999999999995,-80.4916639175871
-24.4999999999999,-80.4916639175871
-23.5000000000005,-80.4916639175871
158.5,-80.4916639175871
159.5,-80.4916639175871
160.5,-80.4916639175871
-150.5,-79.4925436015971
-149.5,-79.4925436015971
-148.5,-79.4925436015971
-82.5000000000002,-79.4925436015971
-81.5,-79.4925436015971
-80.4999999999996,-79.4925436015971
-79.5000000000005,-79.4925436015971
-77.5000000000002,-79.4925436015971
-58.4999999999997,-79.4925436015971
-57.5000000000002,-79.4925436015971
-56.5000000000002,-79.4925436015971
-55.4999999999999,-79.4925436015971
-53.4999999999998,-79.4925436015971
-52.5000000000002,-79.4925436015971
-51.4999999999999,-79.4925436015971
-50.5,-79.4925436015971
-29.5,-79.4925436015971
-28.5000000000002,-79.4925436015971
-27.4999999999999,-79.4925436015971
-26.5000000000001,-79.4925436015971
-25.4999999999998,-79.4925436015971
-24.5,-79.4925436015971
-23.5000000000001,-79.4925436015971
159.5,-79.4925436015971
160.5,-79.4925436015971
-162.5,-78.4932775336903
-161.5,-78.4932775336902
-155.5,-78.4932775336902
-154.5,-78.4932775336902
-83.5000000000002,-78.4932775336902
-82.5000000000003,-78.4932775336903
-81.4999999999999,-78.4932775336903
-69.5000000000001,-78.4932775336902
-68.4999999999999,-78.4932775336902
-52.5000000000001,-78.4932775336903
-51.4999999999999,-78.4932775336903
-50.5,-78.4932775336902
-49.5,-78.4932775336903
-48.5000000000001,-78.4932775336903
-45.5000000000003,-78.4932775336902
-44.5,-78.4932775336902
-34.5000000000001,-78.4932775336903
161.5,-78.4932775336902
162.5,-78.4932775336902
-157.5,-77.4939005407419
-156.5,-77.4939005407419
-155.5,-77.4939005407419
-154.5,-77.4939005407419
-153.5,-77.4939005407418
-152.5,-77.4939005407419
-151.5,-77.4939005407419
-150.5,-77.4939005407418
-149.5,-77.4939005407419
-148.5,-77.4939005407418
-147.5,-77.4939005407418
-146.5,-77.4939005407418
-145.5,-77.4939005407418
-83.5000000000001,-77.4939005407418
-81.5,-77.4939005407418
-79.5000000000003,-77.4939005407418
-78.5,-77.4939005407418
-77.5,-77.4939005407419
-76.4999999999999,-77.4939005407419
-75.5000000000002,-77.4939005407419
-71.5000000000001,-77.4939005407418
-70.4999999999999,-77.4939005407418
-69.5000000000001,-77.4939005407418
-68.5,-77.4939005407418
-49.4999999999999,-77.4939005407418
-48.5000000000001,-77.4939005407418
-47.4999999999998,-77.4939005407418
-46.4999999999998,-77.4939005407418
-34.5000000000001,-77.4939005407418
-33.5000000000002,-77.4939005407418
-32.4999999999997,-77.4939005407418
-31.5000000000001,-77.4939005407419
162.5,-77.4939005407418
163.5,-77.4939005407419
164.5,-77.4939005407418
-149.5,-76.494437118767
-148.5,-76.494437118767
-74.5000000000001,-76.494437118767
-73.4999999999998,-76.494437118767
-72.5,-76.494437118767
-71.5000000000001,-76.494437118767
-70.4999999999999,-76.494437118767
-69.5000000000002,-76.494437118767
-68.5,-76.494437118767
-67.5000000000002,-76.494437118767
-29.4999999999998,-76.494437118767
-28.5000000000004,-76.494437118767
-27.5,-76.494437118767
-26.5,-76.494437118767
162.5,-76.494437118767
-145.5,-75.4949049955595
-144.5,-75.4949049955595
-143.5,-75.4949049955595
-142.5,-75.4949049955595
-141.5,-75.4949049955595
-140.5,-75.4949049955595
-139.5,-75.4949049955595
-138.5,-75.4949049955595
-137.5,-75.4949049955595
-136.5,-75.4949049955595
-111.5,-75.4949049955595
-110.5,-75.4949049955595
-109.5,-75.4949049955595
-108.5,-75.4949049955595
-107.5,-75.4949049955595
-106.5,-75.4949049955595
-105.5,-75.4949049955595
-104.5,-75.4949049955595
-103.5,-75.4949049955595
-102.5,-75.4949049955595
-101.5,-75.4949049955595
-100.5,-75.4949049955595
-99.5000000000004,-75.4949049955595
-98.5000000000001,-75.4949049955595
