pixel_id,chl_mg_per_m3_mean,chl_mg_per_m3_sd,year
444,0.111638784408569,0.19336404669087,2015
445,0.077585130929947,0.134381388682552,2015
446,0.098850129172206,0.132189489307643,2015
447,0.0991455242037775,0.0427853384650769,2015
448,0.17487470060587,0.0465718239493539,2015
449,0.233512595295906,0.129946606055438,2015
450,0.305334817618132,0.248599665603349,2015
451,0.421392692252994,0.453346538570188,2015
452,0.660241303965449,0.780278153496481,2015
453,0.659070819616318,0.739178580072237,2015
454,0.683232359588147,0.877384843631699,2015
455,0.711632177233697,0.924989257788494,2015
456,0.737705472856761,0.99307371078275,2015
457,0.687166282907127,0.910973495686776,2015
458,0.707513608038425,0.734837621335891,2015
459,0.928654093295336,0.965679554596104,2015
460,0.93061172403395,0.984695803781433,2015
461,0.484658590517937,0.494311128857069,2015
462,0.254723220132291,0.22504109015849,2015
463,0.0997910071164372,0.0396765597648017,2015
464,0.0237858008640615,0.0278571117965768,2015
465,0.0264950012788177,0.0306537336690902,2015
466,0.0170403781036536,0.0295148006557122,2015
467,0,0,2015
468,0,0,2015
469,0,0,2015
470,0,0,2015
471,0,0,2015
472,0,0,2015
473,0,0,2015
474,0,0,2015
475,0,0,2015
476,0,0,2015
477,0,0,2015
478,0,0,2015
479,0,0,2015
480,0,0,2015
481,0,0,2015
482,0,0,2015
483,0,0,2015
484,0,0,2015
485,0,0,2015
486,0,0,2015
487,0,0,2015
488,0,0,2015
489,0,0,2015
490,0,0,2015
491,0,0,2015
492,0,0,2015
493,0,0,2015
494,0,0,2015
495,0,0,2015
496,0,0,2015
497,0,0,2015
498,0,0,2015
499,0,0,2015
500,0,0,2015
501,0,0,2015
502,0,0,2015
503,0,0,2015
504,0,0,2015
505,0,0,2015
506,0,0,2015
507,0.000194455817108974,0.000275002053837853,2015
508,0.00117572047747672,0.00166271984480734,2015
509,2.98066288451082e-06,4.21529387613731e-06,2015
510,0,0,2015
511,0.00873273300627867,0.0151255372558084,2015
512,0,0,2015
513,0.00725482838849227,0.0125657313690616,2015
514,0.00922519410960378,0.0109906521277253,2015
515,0.0092251943424344,0.0109906522946895,2015
516,0.00464792425433793,0.00805044095824499,2015
517,0.00455367223670087,0.00788719167498171,2015
518,0,0,2015
519,0,0,2015
520,0.0245363513628642,0.0424982071928426,2015
521,0.025429293513298,0.0440448283656139,2015
522,0.0207647544642289,0.0359656097387372,2015
523,0.0174789180358251,0.0302743740993811,2015
524,0.01736111069719,0.0300703258033606,2015
525,0.0316612174113592,0.0548388371859585,2015
526,0.0319187641143799,0.0552849211609122,2015
527,0.0349314287304877,0.0605030093421759,2015
528,0.0291323910156886,0.0504587813851357,2015
529,0.0415904050072033,0.0720366945798432,2015
530,0.0425525506337483,0.0737031796892994,2015
531,0.06619427104791,0.114651840624966,2015
532,0.0615763713916143,0.106653403796007,2015
533,0.0395472794771193,0.0684978973554966,2015
534,0.0359038785099983,0.0621873417680975,2015
535,0.0431053241093953,0.0746606114341964,2015
536,0.0251275350650152,0.0435221674015748,2015
537,0.564462453126907,0.267781339710368,2015
538,0.47047857940197,0.0929663337016922,2015
539,0.539077244699002,0.209336793432386,2015
540,0.451420474797487,0.204091321156242,2015
541,0.491071540862322,0.213288968456634,2015
542,0.599639412015677,0.306725627598324,2015
543,0.692765746265651,0.369752964755103,2015
544,1.05606344714761,0.818577372614826,2015
545,1.91307221353054,2.17076054573305,2015
546,2.0656635761261,2.73715341095624,2015
547,2.26210299134255,2.98500781428802,2015
548,1.93730479478836,2.32580045710952,2015
549,1.71472528576851,2.11947314344503,2015
550,2.65264192223549,3.0799162659005,2015
551,3.3989522755146,4.46172009726752,2015
552,3.99637799461681,5.62565840177465,2015
553,3.62739093104998,4.9278253828648,2015
554,3.46382417281469,5.0370426611538,2015
555,2.67820452712476,4.52337242930478,2015
556,1.89835458807647,3.08010406636387,2015
557,0.868077038787306,1.15130422769073,2015
558,0.1781071331352,0.189252693494447,2015
559,0.02236661193092,0.0237768474671606,2015
560,0.0278702551822789,0.0321527004626793,2015
561,0.042009755894469,0.0502827917016516,2015
562,0.0566263110085856,0.0721360102917119,2015
563,0.0683195386081934,0.00385423274612791,2015
564,0.0641329001635313,0.0313981042903729,2015
565,0.0265732096042484,0.0271888349276188,2015
566,0.0175505809485912,0.0162436334945388,2015
567,0.0142237571999431,0.0167440168049296,2015
568,0,0,2015
569,0,0,2015
570,0,0,2015
571,0,0,2015
572,0,0,2015
573,0,0,2015
574,0,0,2015
575,0,0,2015
576,0,0,2015
577,0,0,2015
578,0,0,2015
579,0,0,2015
580,0,0,2015
581,0,0,2015
582,0,0,2015
583,0,0,2015
584,0,0,2015
585,0,0,2015
586,0,0,2015
587,0,0,2015
588,0,0,2015
589,0,0,2015
590,0,0,2015
591,0,0,2015
592,0,0,2015
593,0,0,2015
594,0,0,2015
595,0,0,2015
596,0,0,2015
597,0,0,2015
598,0,0,2015
599,0,0,2015
600,0.00613306773205597,0.0106227849181822,2015
601,0.00613306773205597,0.0106227849181822,2015
602,0.00616145320236683,0.0106719499949573,2015
603,0.00617700132230917,0.0106988801286596,2015
604,0.0030672422144562,0.00433773553876724,2015
605,0.00157086655963212,0.00222154079331012,2015
606,0.000451677566161379,0.000638768539885093,2015
607,0,0,2015
608,0,0,2015
609,0,0,2015
610,0.00072999036638066,0.00103236227653723,2015
611,0.00188628991600126,0.00266761678177659,2015
612,0.00184110330883414,0.00260371326908322,2015
613,0.000417774455854669,0.000590822301482713,2015
614,0.00935517783121516,0.0146163352641894,2015
615,0.00851026684298025,0.0145914081504223,2015
616,0.00840231454155097,0.0133373069634928,2015
617,0.00960560989915392,0.0105691272393789,2015
618,0.00940214165893848,0.0107966051880074,2015
619,0.00485668826149775,0.00787587385483745,2015
620,0.00508481240831314,0.0074698205227853,2015
621,6.29033747827635e-05,8.89588057368219e-05,2015
622,0.00670882686972617,0.011620028997549,2015
623,0.0077800750732422,0.0134754853135556,2015
624,0.137094149986903,0.237454033197784,2015
625,0.050214949194924,0.0425708264051353,2015
626,0.166369713842869,0.095978679550735,2015
627,0.259968204423785,0.161741932075406,2015
628,0.193822069093585,0.0895072321167307,2015
629,0.248821369372308,0.150836948699471,2015
630,0.232812080532313,0.192140510566625,2015
631,0.196936147287488,0.09759699691328,2015
632,0.167592335492373,0.0631480411572941,2015
633,0.198471525683999,0.14732106700388,2015
634,0.399541638791561,0.388478874146002,2015
635,0.981782021000982,1.42305000319508,2015
636,0.543533783406021,0.439865988872119,2015
637,0.425384353846312,0.224527201199757,2015
638,0.312699252739549,0.184012276735505,2015
639,0.285306354984641,0.148455974585902,2015
640,0.326173480600119,0.154792820683483,2015
641,0.314644698053598,0.173495480245106,2015
642,1.42626497149467,1.21138432499774,2015
643,0.959640517830848,0.642235322405835,2015
644,0.736825443804265,0.361752907460886,2015
645,0.470194164663553,0.224593772864633,2015
646,0.414921333392461,0.298273470541984,2015
647,0.453037336468696,0.241436375272726,2015
648,0.738712643583615,0.658708201635868,2015
649,1.18418190131585,1.45582189177281,2015
650,0.9956679691871,1.12702644168029,2015
651,1.38774118820826,1.31644845965819,2015
652,1.71435434619586,2.01932642877423,2015
653,1.43224142988523,1.38138720610302,2015
654,2.30810768405596,1.66680140404711,2015
655,2.42667653163274,1.33316705066954,2015
656,3.04448672135671,1.57069510817583,2015
657,2.53994496663412,2.33589679836817,2015
658,1.86539767185847,1.71247728101494,2015
659,1.92382456858953,1.67325417478459,2015
660,1.96794982751211,1.72603416640915,2015
661,1.66740288337072,1.25260905943695,2015
662,1.2680403906852,1.38613367476086,2015
663,0.843661597929895,1.14476918102751,2015
664,0.763689396902918,1.11119066879838,2015
665,1.1960440678522,1.33835992328634,2015
666,1.0289448350668,1.12446397124408,2015
667,0.947693411260842,0.934531437916473,2015
668,0.76295456290245,0.819157848909829,2015
669,0.341159211471676,0.462515891015959,2015
670,0.12215383015573,0.0833339624050383,2015
671,0.0264149317983538,0.0215507139293169,2015
672,0.0301073599606753,0.03092531930938,2015
673,0.03835643902421,0.0417984679180666,2015
674,0.0300737284123898,0.0413165993091854,2015
675,0.058778132001559,0.10180671100069,2015
676,0,0,2015
677,0,0,2015
678,0,0,2015
679,0,0,2015
680,0,0,2015
681,0,0,2015
682,0,0,2015
683,0,0,2015
684,0,0,2015
685,0,0,2015
686,0,0,2015
687,0,0,2015
688,0,0,2015
689,0,0,2015
690,0,0,2015
691,0,0,2015
692,0,0,2015
693,0,0,2015
694,0,0,2015
695,0,0,2015
696,0,0,2015
697,0,0,2015
698,0,0,2015
699,0,0,2015
700,0.00955451470023643,0.00855736758065198,2015
701,0.00984985598673423,0.00936977329666204,2015
702,0.0129389688372612,0.0112360338973943,2015
703,0.0140026155859232,0.0123761974310929,2015
704,0.00773636950179935,0.0109408786729742,2015
705,0.00366984447464347,0.00518994382784076,2015
706,0.00107850471977145,0.00152523600178417,2015
707,0.00078488269355148,0.00110999175009243,2015
708,0.00220593553967774,0.00311966395793307,2015
709,0.00168409093748778,0.00238166424406484,2015
710,0.00270530092529953,0.00382587325885907,2015
711,0,0,2015
712,7.43508678624495e-07,1.05148005705286e-06,2015
713,0,0,2015
714,0.0120898174742858,0.020940178119697,2015
715,0.0112990165750186,0.019570470783495,2015
716,0,0,2015
717,0,0,2015
718,0,0,2015
719,0,0,2015
720,0,0,2015
721,0,0,2015
722,0.0144419589390357,0.00746576449358468,2015
723,0.0540796681307258,0.0695036272070014,2015
724,0.0733489568034809,0.0982709957944903,2015
725,0.0925401343653601,0.0811142663219284,2015
726,0.0801271283999085,0.044089463229318,2015
727,0.0469374731183052,0.0186928435308272,2015
728,0.017237150343135,0.015580100100075,2015
729,0.142341282218695,0.230711698005238,2015
730,0.364674347452819,0.450283401586219,2015
731,1.01920113712549,1.23885510790448,2015
732,1.22888990677893,1.44603166288114,2015
733,1.17240862362087,1.38785436670076,2015
734,0.831523028202354,0.913341385836369,2015
735,0.663470756262541,0.399634106230003,2015
736,0.672195971012116,0.46192331021493,2015
737,1.07116498798132,0.770712599245719,2015
738,1.76877318322659,1.64675476880849,2015
739,2.54695907235146,2.50805399067934,2015
740,4.19433034956455,4.70316791372185,2015
741,3.25668638944626,3.41954289914432,2015
742,3.36871701478958,3.57681173803856,2015
743,4.27537411749363,5.6529484306984,2015
744,3.08171658217907,3.82199236171786,2015
745,1.4843950321277,2.00170018466349,2015
746,1.45963675777117,1.8893484874501,2015
747,0.682376034557819,0.873312550681858,2015
748,0.462034210562706,0.527429686753759,2015
749,0.324037056416273,0.337598116539406,2015
750,0.212714998051524,0.188852458503608,2015
751,0.213549855786065,0.186164649545146,2015
752,0.197556121939367,0.190123485272389,2015
753,0.153312143015986,0.183315172353234,2015
754,0.164186145955076,0.172299680324319,2015
755,0.134517790439228,0.126742744048105,2015
756,0.114826674340293,0.115108803051423,2015
757,0.138080218496422,0.139341417338876,2015
758,0.144262877913813,0.130385904450307,2015
759,0.108687683939934,0.119730027705761,2015
760,0.317874747018019,0.390845034352847,2015
761,0.325969306131204,0.36051467918741,2015
762,0.136813475284725,0.0789717449202223,2015
763,0.228647749405354,0.273711562038102,2015
764,0.262869686819613,0.310017882798437,2015
765,0.368571363389492,0.261600281348811,2015
766,0.408407926559448,0.23914728391834,2015
767,0.534011165301005,0.31582549106013,2015
768,0.506029824415843,0.225538136262375,2015
769,0.419343524146825,0.513633953385996,2015
770,0.55870605011781,0.504849348926346,2015
771,0.357446787878871,0.371206573671779,2015
772,0.418304026126862,0.429445947964172,2015
773,0.391725488007069,0.348139000887345,2015
774,0.276996087282896,0.23710650695838,2015
775,0.150069246441126,0.177909264724605,2015
776,0.0805793991312384,0.100615114067046,2015
777,0.0592594856629148,0.081953304036595,2015
778,0.0627067916095256,0.056973884746875,2015
779,0.0573952049016954,0.0533797146804425,2015
780,0.12313320231624,0.128156995963793,2015
781,0.0685434099286796,0.0478436451708632,2015
782,0.0444275464862585,0.0271643281944877,2015
783,0.0254372630268335,0.0286517717966051,2015
784,0.0432211872190237,0.057723042131163,2015
785,0.051094388961792,0.0683590756493509,2015
786,0.0387620784342289,0.0436485664111705,2015
787,0.0319234065711498,0.0306473311083539,2015
788,0.0344255410134793,0.0457311007945897,2015
789,0.0667139701545238,0.11605496980481,2015
790,0.053448776404063,0.0925759963342257,2015
791,0,0,2015
792,0,0,2015
793,0,0,2015
794,0,0,2015
795,0.013408038765192,0.0232234043711657,2015
796,0.0107128098607063,0.0185551309705682,2015
797,0.0107128098607063,0.0185551309705682,2015
798,0.160189736355096,0.189226750575916,2015
799,0.116420191091796,0.116753965197855,2015
800,0.0573042798787355,0.0295299335573702,2015
801,0.0433675600991895,0.0315276552714206,2015
802,0.069870499521494,0.0763576143904286,2015
803,0,0,2015
804,0,0,2015
805,0,0,2015
806,0,0,2015
807,0,0,2015
808,0,0,2015
809,0,0,2015
810,0.0139042908946673,0.0240829382727811,2015
811,0.0244186105992412,0.0269774949155121,2015
812,0.0311185375321657,0.0210399163299694,2015
813,0.0280550710740499,0.0186835706463116,2015
814,0.0244369308153788,0.0213384207168163,2015
815,0.0160794854164124,0.0227398263518707,2015
816,0.0207699704915285,0.00726111701337348,2015
817,0.00997776817530395,0.00853890917663512,2015
818,0.0065307461967071,0.0113115842240339,2015
819,0.0065307468175888,0.0113115852994326,2015
820,0.00067958206636831,0.000961074175003597,2015
821,0.00992352794855835,0.0140339878114397,2015
822,0.000994652276858685,0.00140665073977883,2015
823,0.00738569535315035,0.0104449505359812,2015
824,0.00085441750707105,0.00120832882642889,2015
825,0,0,2015
826,0,0,2015
827,0.00185138953384012,0.0026182601879923,2015
828,0.0298005752265454,0.0421443776519001,2015
829,0.0469317529350519,0.00523733861753574,2015
830,0.0217550145462155,0.0177851837694547,2015
831,0.0150263744095961,0.0260264439309733,2015
832,0.0116656435032686,0.0202054872506469,2015
833,0,0,2015
834,0,0,2015
835,0.010827482988437,0.0187537506540606,2015
836,0.0147961741313338,0.0182435502227024,2015
837,0.0181465707719326,0.0240816002697455,2015
838,0.00980195899804433,0.0169774909983197,2015
839,0.0162591021507979,0.0223565338224147,2015
840,0.0205495440556358,0.0341455713804638,2015
841,0.0266650523990393,0.026774271333153,2015
842,0.05012097209692,0.0170765119747715,2015
843,0.140456169843674,0.0874039734450089,2015
844,0.179273466579616,0.143710609306983,2015
845,0.0894133672118186,0.0886872168458953,2015
846,0.0276584428211209,0.0234099648138287,2015
847,0.00760580723484357,0.013173644563324,2015
848,0,0,2015
849,0,0,2015
850,0,0,2015
851,0,0,2015
852,0,0,2015
853,0,0,2015
854,0,0,2015
855,0,0,2015
856,0.115401906426996,0.19048461859018,2015
857,0.268208127841353,0.238621947791547,2015
858,0.44817610681057,0.299597129879453,2015
859,0.656695444136859,0.753532450795514,2015
860,0.713905856013299,0.956707741429847,2015
861,0.692563297227024,0.767358450015739,2015
862,0.752767533063889,0.409378024474942,2015
863,0.88798426091671,0.512127410259685,2015
864,1.84742376208305,1.76687129831361,2015
865,2.84343631565571,3.02491865670787,2015
