"pixel_id","eez_id"
13349,2227
13350,2227
13444,2165
13445,2165
13446,2165
13447,2165
13448,2165
13449,2165
13450,2165
13451,2165
13452,2165
13453,2165
13454,2165
13455,2165
13456,2149
13457,2149
13458,2216
13459,2216
13460,2216
13461,2216
13462,2216
13463,2216
13497,2208
13498,2208
13499,2208
13500,2208
13501,2208
13502,2208
13503,2208
13504,2208
13505,2208
13528,2176
13529,2176
13530,2176
13531,2176
13532,2176
13533,2176
13534,2176
13535,2176
13536,2176
13537,2176
13538,2176
13539,2176
13540,2176
13541,2176
13542,2176
13543,2176
13587,17
13588,17
13589,17
13590,17
13591,17
13592,17
13593,17
13594,17
13595,17
13625,2147
13626,2147
13627,2147
13628,2147
13629,2147
13630,2147
13631,2147
13632,2147
13633,2147
13634,2147
13635,2147
13636,2147
13637,2147
13638,2147
13639,2147
13640,2147
13641,2147
13644,2147
13645,2147
13646,2147
13647,2147
13648,2147
13649,2147
13650,2147
13651,2147
13652,2147
13653,2147
13654,2147
13655,2147
13656,2147
13657,2147
13658,2147
13659,2147
13673,2227
13674,2227
13675,2227
13676,2227
13677,2227
13678,2227
13679,2227
13680,2227
13681,2227
13682,2227
13683,2227
13684,2227
13685,2227
13686,2227
13687,2227
13780,2165
13781,2165
13782,2165
13783,2165
13784,2165
13785,2165
13786,2165
13787,2165
13788,2165
13789,2165
13790,2165
13791,2165
13792,2165
13793,2149
13794,2149
13795,2216
13796,2216
13797,2216
13798,2216
13799,2216
13800,2143
13801,2143
13834,2208
13835,2208
13836,2208
13837,2208
13838,2208
13839,2208
13840,2208
13841,2208
13842,2208
13865,2176
13866,2176
13867,2176
13868,2176
13869,2176
13870,2176
13871,2176
13872,2176
13873,2176
13874,2176
13875,2176
13876,2176
13877,2176
13878,2176
13879,2176
13880,2176
13881,2176
13882,2176
13925,17
13926,17
13927,17
13928,17
13929,17
13930,17
13931,17
13932,17
13962,2147
13963,2147
13964,2147
13965,2147
13966,2147
13967,2147
13968,2147
13969,2147
13970,2147
13971,2147
13972,2147
13973,2147
13974,2147
13975,2147
13976,2147
13977,2147
13978,2147
13979,2147
13980,2147
13981,2147
13982,2147
13983,2147
13984,2147
13985,2147
13986,2147
13987,2147
13988,2147
13989,2147
13990,2147
13991,2147
13992,2147
13993,2147
13994,2147
13995,2147
13996,2147
13999,2147
14000,2147
14001,2147
14009,2227
14010,2227
14011,2227
14012,2227
14013,2227
14014,2227
14015,2227
14016,2227
14017,2227
14018,2227
14019,2227
14020,2227
14021,2227
14022,2227
14023,2227
14024,2227
14116,2165
14117,2165
14118,2165
14119,2165
14120,2165
14121,2165
14122,2165
14123,2165
14124,2165
14125,2165
14126,2165
14127,2165
14128,2165
14129,2165
14130,2149
14131,2216
14132,2216
14133,2216
14134,2216
14135,2216
14136,2216
14137,2143
14138,2143
14139,2143
14140,2143
14173,2208
14174,2208
14175,2208
14176,2208
14177,2208
14178,2208
14179,2208
14203,2176
14204,2176
14205,2176
14206,2176
14207,2176
14208,2176
14209,2176
14210,2176
14211,2176
14212,2176
14213,2176
14214,2176
14215,2176
14216,2176
14217,2176
14218,2176
14219,2176
14220,2176
14221,2176
14264,17
14265,17
14266,17
14267,17
14268,17
14299,2147
14300,2147
14301,2147
14302,2147
14303,2147
14304,2147
14305,2147
14306,2147
14307,2147
14308,2147
14309,2147
14310,2147
14311,2147
14312,2147
14313,2147
14314,2147
14315,2147
14316,2147
14317,2147
14318,2147
14319,2147
14320,2147
14321,2147
14322,2147
14323,2147
14324,2147
14325,2147
14326,2147
14327,2147
14328,2147
14329,2147
14330,2147
14331,2147
14332,2147
14333,2147
14334,2147
14335,2147
14336,2147
14337,2147
14338,2147
14339,2147
14345,2227
14346,2227
14347,2227
14348,2227
14349,2227
14350,2227
14351,2227
14352,2227
14353,2227
14354,2227
14355,2227
14356,2227
14357,2227
14358,2227
14359,2227
14360,2227
14361,2227
14452,2165
14453,2165
14454,2165
14455,2165
14456,2165
14457,2165
14458,2165
14459,2165
14460,2165
14461,2165
14462,2165
14463,2165
14464,2165
14465,2165
14466,2149
14467,2143
14468,2143
14469,2143
14470,2143
14471,2143
14472,2143
14473,2143
14507,2208
14508,2208
14509,2208
14510,2208
14534,2176
14535,2176
14536,2176
14537,2176
14538,2176
14539,2176
14540,2176
14541,2176
14542,2176
14543,2176
14544,2176
14545,2176
14546,2176
14547,2176
14548,2176
14549,2176
14550,2176
14627,2147
14628,2147
14629,2147
14630,2147
14631,2147
14632,2147
14633,2147
14634,2147
14635,2147
14636,2147
14637,2147
14638,2147
14639,2147
14640,2147
14641,2147
14642,2147
14643,2147
14644,2147
14645,2147
14646,2147
14647,2147
14648,2147
14649,2147
14650,2147
14651,2147
14652,2147
14653,2147
14654,2147
14655,2147
14656,2147
14657,2147
14658,2147
14659,2147
14660,2147
14661,2147
14662,2147
14663,2147
14669,2227
14670,2227
14671,2227
14672,2227
14673,2227
14674,2227
14675,2227
14676,2227
14677,2227
14678,2227
14679,2227
14680,2227
14681,2227
14682,2227
14683,2227
14684,2227
14685,2227
14686,2227
14776,2165
14777,2165
14778,2165
14779,2165
14780,2165
14781,2165
14782,2165
14783,2165
14784,2165
14785,2165
14786,2165
14787,2165
14788,2165
14789,2165
14790,2149
14791,2143
14792,2143
14793,2143
14794,2143
14795,2143
14796,2143
14797,2143
14857,2176
14858,2176
14859,2176
14860,2176
14861,2176
14862,2176
14863,2176
14864,2176
14865,2176
14866,2176
14867,2176
14868,2176
14869,2176
14870,2176
14947,2147
14948,2147
14949,2147
14950,2147
14951,2147
14952,2147
14953,2147
14954,2147
14955,2147
14956,2147
14957,2147
14958,2147
14959,2147
14960,2147
14961,2147
14962,2147
14963,2147
14964,2147
14965,2147
14966,2147
14967,2147
14968,2147
14969,2147
14970,2147
14971,2147
14972,2147
14973,2147
14974,2147
14975,2147
14976,2147
14978,2147
14979,2147
14980,2147
14981,2147
14982,2227
14983,2227
14984,2227
14985,2227
14986,2227
14987,2227
14988,2227
14989,2227
14990,2227
14991,2227
14992,2227
14993,2227
14994,2227
14995,2227
14996,2227
14997,2227
14998,2227
15028,8656
15029,8656
15030,8656
15088,2165
15089,2165
15090,2165
15091,2165
15092,2165
15093,2165
15094,2165
15095,2165
15096,2165
15097,2165
15098,2165
15099,2165
15100,2165
15101,2165
15102,2143
15103,2143
15104,2143
15105,2143
15106,2143
15107,2143
15108,2143
15168,2176
15169,2176
15170,2176
15171,2176
15172,2176
15173,2176
15174,2176
15175,2176
15176,2176
15177,2176
15178,2176
15179,2176
15180,2176
15255,2147
15256,2147
15257,2147
15258,2147
15259,2147
15260,2147
15261,2147
15262,2147
15263,2147
15264,2147
15265,2147
15266,2147
15267,2147
15268,2147
15269,2147
15270,2147
15271,2147
15272,2147
15273,2147
15274,2147
15275,2147
15276,2147
15277,2147
15278,2147
15279,2147
15280,2147
15281,2147
15282,2147
15283,2147
15284,2227
15285,2227
15286,2227
15287,2227
15288,2227
15289,2227
15291,2227
15292,2227
15293,2227
15294,2227
15295,2227
15296,2227
15297,2227
15298,2227
15299,2227
15326,8656
15327,8656
15328,8656
15329,8656
15330,8656
15331,8656
15332,8656
15333,8656
15362,2165
15363,2165
15364,2165
15365,2165
15366,2165
15390,2165
15391,2165
15392,2165
15393,2165
15394,2165
15395,2165
15396,2165
15397,2165
15398,2165
15399,2165
15400,2165
15401,2165
15402,2165
15403,2143
15404,2143
15405,2143
15406,2143
15407,2143
15408,2143
15409,2143
15467,2218
15468,2218
15469,2176
15470,2176
15471,2176
15472,2176
15473,2176
15474,2176
15475,2176
15476,2176
15477,2176
15478,2176
15553,2147
15554,2147
15555,2147
15556,2147
15557,2147
15558,2147
15559,2147
15560,2147
15561,2147
15562,2147
15563,2147
15564,2147
15565,2147
15566,2147
15567,2147
15568,2147
15569,2147
15570,2147
15571,2147
15572,2147
15573,2147
15574,2147
15575,2147
15576,2147
15577,2147
15578,2227
15579,2227
15583,2227
15584,2227
15585,2227
15586,2227
15587,2227
15588,2227
15589,2227
15590,2227
15591,2227
15618,8656
15619,8656
15620,8656
15621,8656
15622,8656
15623,8656
15624,8656
15625,8656
15626,8656
15653,2165
15654,2165
15655,2165
15656,2165
15657,2165
15658,2165
15659,2165
15660,2165
15661,2165
15662,2165
15663,2165
15683,2165
15684,2165
15685,2165
15686,2165
15687,2165
15688,2165
15690,2165
15691,2165
15692,2165
15693,2165
15694,2165
15695,2143
15696,2143
15697,2143
15698,2143
15699,2143
15700,2143
15701,2143
15758,2218
15759,2218
15760,2218
15761,2176
15762,2176
15763,2176
15764,2176
15765,2176
15766,2176
15767,2176
15768,2176
15769,2176
15770,2176
15843,2147
15844,2147
15845,2147
15846,2147
15847,2147
15848,2147
15849,2147
15850,2147
15851,2147
15852,2147
15853,2147
15854,2147
15855,2147
15856,2147
15857,2147
15858,2147
15860,2147
15861,2147
15862,2147
15863,2147
15864,2147
15865,2147
15866,2147
15867,2147
15873,2227
15874,2227
15875,2227
15876,2227
15877,2227
15878,2227
15879,2227
15880,2227
15881,2227
15907,8656
15908,8656
15909,8656
15910,8656
15911,8656
15912,8656
15913,8656
15914,8656
15915,8656
15916,8656
15924,2208
15925,2208
15926,2208
15927,2208
15930,2208
15931,2208
15942,2165
15943,2165
15944,2165
15945,2165
15946,2165
15947,2165
15948,2165
15949,2165
15950,2165
15951,2165
15952,2165
15953,2165
15972,2165
15973,2165
15974,2165
15975,2165
15976,2165
15977,2165
15978,2165
15979,2165
15980,2165
15981,2165
15982,2165
15983,2165
15984,2165
15985,2143
15986,2143
15987,2143
15988,2143
15989,2143
15990,2143
16046,2218
16047,2218
16048,2218
16049,2218
16050,2218
16051,2218
16052,2176
16053,2176
16054,2176
16055,2176
16056,2176
16057,2176
16063,7963
16064,7963
16065,7963
16066,7963
16067,7963
16068,7963
16069,7963
16130,2147
16131,2147
16132,2147
16133,2147
16134,2147
16135,2147
16136,2147
16137,2147
16138,2147
16139,2147
16140,2147
16141,2147
16142,2147
16143,2147
16144,2147
16145,2147
16147,2147
16148,2147
16149,2147
16150,2147
16151,2147
16152,2147
16153,2147
16154,2147
16161,2227
16162,2227
16163,2227
16164,2227
16165,2227
16166,2227
16167,2227
16168,2227
16193,8656
16194,8656
16195,8656
16196,8656
16197,8656
16198,8656
16199,8656
16200,8656
16201,8656
16202,8656
16203,8656
16209,2208
16210,2208
16211,2208
16212,2208
16213,2208
16214,2208
16215,2208
16216,2208
16217,2208
16218,2208
16219,2208
16220,2208
16229,2165
16230,2165
16231,2165
