pixel_id,year,wind_speed_ms_mean,wind_speed_ms_sd
444,2014,5.33236325583103,2.60518465568626
444,2015,5.51979663738838,2.4713797722931
445,2014,5.47322572814012,2.58318471338032
445,2015,5.72968942275414,2.48788349895446
446,2014,5.87852369702381,2.57787879424926
446,2015,6.15469901745136,2.56313571561738
447,2014,5.99703078592046,2.57878878086354
447,2015,6.28842195180746,2.62998676837535
448,2014,6.0153753785243,2.55594276169798
448,2015,6.30775012786572,2.64760996578057
449,2014,5.98612834744572,2.53146888820701
449,2015,6.26911873854124,2.64519651089493
450,2014,5.92090064102078,2.51703757811629
450,2015,6.19723188070151,2.63692373101982
451,2014,5.83779487384032,2.50604133281911
451,2015,6.10615485558143,2.63859254126565
452,2014,5.77723600516408,2.50093329277791
452,2015,6.03723920932183,2.6465221648786
453,2014,5.7389001638993,2.51516583024266
453,2015,5.98022837455456,2.64849667266447
454,2014,5.68716655680852,2.54676277266997
454,2015,5.91985543324397,2.65791823197066
455,2014,5.63242961827272,2.57772389837862
455,2015,5.87357685786027,2.66031697099573
456,2014,5.61217697233147,2.59204700893515
456,2015,5.87343304340656,2.6641880444859
457,2014,5.62591860438726,2.625924859112
457,2015,5.91509687607105,2.69964644612152
458,2014,5.62632400667445,2.66303985675522
458,2015,5.95606829936688,2.74174491459434
459,2014,5.62189855320113,2.6971084164754
459,2015,6.0161532662465,2.81835352179477
460,2014,5.53111139161987,2.71781978735606
460,2015,5.99307731775137,2.95169529455757
461,2014,5.45984595717851,2.69580447158731
461,2015,5.98156724012815,3.08955123269854
462,2014,5.32130416783487,2.63872221977748
462,2015,5.90686439825938,3.19071651690385
463,2014,5.18471103277266,2.56804963890939
463,2015,5.83742107317998,3.25519317172717
464,2014,4.71150271807398,2.50121643249684
464,2015,5.37576808397587,3.30434155410526
465,2014,3.94652452953854,2.43814556985475
465,2015,4.52420861115822,3.35795501872773
466,2014,3.46772427977242,2.40600819406343
466,2015,3.8759942977245,3.39394804290609
