pixel_id,year,wind_speed_ms_mean,wind_speed_ms_sd
444,2015,5.51979663738838,2.4713797722931
445,2015,5.72968942275414,2.48788349895446
446,2015,6.15469901745136,2.56313571561738
447,2015,6.28842195180746,2.62998676837535
448,2015,6.30775012786572,2.64760996578057
449,2015,6.26911873854124,2.64519651089493
450,2015,6.19723188070151,2.63692373101982
451,2015,6.10615485558143,2.63859254126565
452,2015,6.03723920932183,2.6465221648786
453,2015,5.98022837455456,2.64849667266447
454,2015,5.91985543324397,2.65791823197066
455,2015,5.87357685786027,2.66031697099573
456,2015,5.87343304340656,2.6641880444859
457,2015,5.91509687607105,2.69964644612152
458,2015,5.95606829936688,2.74174491459434
459,2015,6.0161532662465,2.81835352179477
460,2015,5.99307731775137,2.95169529455757
461,2015,5.98156724012815,3.08955123269854
462,2015,5.90686439825938,3.19071651690385
463,2015,5.83742107317998,3.25519317172717
464,2015,5.37576808397587,3.30434155410526
465,2015,4.52420861115822,3.35795501872773
466,2015,3.8759942977245,3.39394804290609
467,2015,3.44208920937318,3.53026269616528
468,2015,3.37216062298188,3.7745658292949
469,2015,3.7350256055135,4.04650608421574
470,2015,1.7014081800901,1.56713150700145
471,2015,2.58312103528243,2.32585859371155
472,2015,2.58593956800608,2.52950503092755
473,2015,2.50701947652377,2.46106441234469
474,2015,2.75773795237908,2.39049199322482
475,2015,3.26116253651106,2.39752973765789
476,2015,3.51203064359151,2.32259111047991
477,2015,3.34486400631758,2.2414959702438
478,2015,3.56155823056515,2.14501635038122
479,2015,4.14515210335071,2.09247667583238
480,2015,4.58622253381289,2.09563231260223
481,2015,4.56243804656542,2.09915587273432
482,2015,4.34959497029965,2.0380227557241
483,2015,4.10336653746091,2.02360980377839
484,2015,4.01905643114677,2.01578551613395
485,2015,4.10864902973175,1.98486546611315
486,2015,4.19685911270288,1.9612322946552
487,2015,4.19961574352705,1.94870758876773
488,2015,4.11000428218108,1.93688118112744
489,2015,4.08802805973933,1.92873067959739
490,2015,4.10130875642483,1.93218026345223
491,2015,4.11100260807918,1.94967931835044
492,2015,4.12136929860482,1.97094720733148
493,2015,4.13843192448983,1.99161530248386
494,2015,4.13605439186096,2.01827135174981
495,2015,4.12112196463805,2.05815486444411
496,2015,4.11965331847851,2.12273029942266
497,2015,4.10593552259298,2.20629640276366
498,2015,4.09669346772707,2.2963701146385
499,2015,4.07973807004782,2.39893060827098
500,2015,4.06051866347973,2.51411019353361
501,2015,4.07532799262267,2.63041288062944
502,2015,4.09774279722801,2.80702769429652
503,2015,4.17043246636024,3.1378699031968
504,2015,4.68085110114171,3.65385972308734
505,2015,5.20035721467092,4.0714794849923
506,2015,3.80485221844453,2.72160357441833
507,2015,3.70723785923078,2.39843634525114
508,2015,4.3617024234625,2.53265249552855
509,2015,5.22166433591109,2.73333649764939
510,2015,5.62920502992777,2.8136770106254
511,2015,5.72289184111815,2.9016489376402
512,2015,5.8531958937645,3.05302095072347
513,2015,5.97340310133421,3.23417701028318
514,2015,5.51090462519572,3.32689200534927
515,2015,4.39073107737761,3.16952397622345
516,2015,3.92580139013437,3.05981638341787
517,2015,4.04297956457505,3.26606060085775
518,2015,0.599882281835263,0.293899150360527
519,2015,0.649572200408349,0.288189012990907
520,2015,0.979214906875904,0.449695940377312
521,2015,0.832932794231635,0.554315946997849
522,2015,0.972326289048562,0.748812188217017
523,2015,1.32675164227302,1.02001571992256
524,2015,1.94037515860337,1.53271633549341
525,2015,3.24609932560187,2.45710916925938
526,2015,4.7059040748156,3.16160157950675
527,2015,5.49947573239987,3.32348523817631
528,2015,5.84120412753179,3.26087837824819
529,2015,5.86978294280859,3.08944807058698
530,2015,5.74558171455677,2.88753371142865
531,2015,5.70394187853887,2.75853787964077
532,2015,5.67783748755088,2.65295548882522
533,2015,5.61309951415429,2.54948213740911
534,2015,5.5490577518023,2.48966445923852
535,2015,5.54723353055807,2.49474792735912
536,2015,5.51187118163476,2.49076232685936
537,2015,7.53749146498167,2.90420705216592
538,2015,7.54029523079212,2.86771834550779
539,2015,7.62417674761552,2.90927300376562
540,2015,7.60312230807084,2.93455436989494
541,2015,7.53724492880014,2.9441882330521
542,2015,7.4206638941398,2.92988509370882
543,2015,7.29048851746779,2.90534135682426
544,2015,7.16171400345289,2.8843861120063
545,2015,7.07023669572977,2.88849259878185
