pixel_id,year,wind_speed_ms_mean,wind_speed_ms_sd
444,2024,5.74126618508227,2.64663442017891
445,2024,5.95457828378085,2.61840596195842
446,2024,6.32301612966549,2.61837917566478
447,2024,6.45904004981059,2.62423365243698
448,2024,6.47735624653952,2.61092764138354
449,2024,6.43075489035304,2.59044706461301
450,2024,6.34703118201368,2.56705721840264
451,2024,6.22890484758786,2.53879849961169
452,2024,6.12558912323869,2.50370470427683
453,2024,6.03952426736399,2.44860184776453
454,2024,5.93319218721449,2.391434020775
455,2024,5.81156507264013,2.35439709996669
456,2024,5.71201444523675,2.32593378279334
457,2024,5.64723888724487,2.32396931807246
458,2024,5.57185594968914,2.34094777490838
459,2024,5.47692094678464,2.36776597208335
460,2024,5.33695539313814,2.41174760932996
461,2024,5.26590013818711,2.43184496874829
462,2024,5.18028979660561,2.40501155567099
463,2024,5.13275754821967,2.37671303210296
464,2024,4.80371455635343,2.39690928513258
465,2024,4.20068941306994,2.48761840998205
466,2024,3.81290158240692,2.59379989718816
467,2024,3.6296179264969,2.81061662302179
468,2024,3.69945893089594,3.13200730752969
469,2024,4.08671998070634,3.51615087591533
470,2024,1.50169415545204,1.47392697328426
471,2024,2.29365507277273,2.14203396707922
472,2024,2.25938630363216,2.32226840701017
473,2024,2.16024820506573,2.24265857766588
474,2024,2.43294544314376,2.15293066522055
475,2024,2.97714615349444,2.13679673749783
476,2024,3.27012094827542,2.03164436078838
477,2024,3.13039334849541,1.96389993035079
478,2024,3.41397513384404,1.8854293037697
479,2024,4.07958470738452,1.8802856897991
480,2024,4.58096876277687,1.93556325168688
481,2024,4.59230836966763,1.97458646158948
482,2024,4.38751222461647,1.94847318019481
483,2024,4.13958947406793,1.97657000696232
484,2024,4.04548429868976,2.00936280621597
485,2024,4.12940513004798,1.99192130519189
486,2024,4.22364062737234,1.96306891164997
487,2024,4.23342204056912,1.95944136295073
488,2024,4.12786544720579,1.98822080461148
489,2024,4.06935515074256,2.02490727502338
490,2024,4.04354967852557,2.05444379007615
491,2024,4.02377475252063,2.0774341799848
492,2024,4.01419774567859,2.10010886732283
493,2024,4.01601726594179,2.13648301017442
494,2024,4.00750022293618,2.17620127237092
495,2024,3.98848782229868,2.21049998998138
496,2024,3.97747374080723,2.24158428451191
497,2024,3.95165621975194,2.25734723501219
498,2024,3.9234538100521,2.26532340619969
499,2024,3.88398325776461,2.28596491579903
500,2024,3.84164633865682,2.33054273764024
501,2024,3.82705055334553,2.40048367125866
502,2024,3.75755161657837,2.50961664562681
503,2024,3.62994512175181,2.71384030796233
504,2024,4.05407318028604,3.029736671442
505,2024,4.65969782530891,3.32992837477765
506,2024,3.59302511089337,2.31521439634384
507,2024,3.59003474290327,2.17209135417593
508,2024,4.29644764469277,2.3925775583115
509,2024,5.21377539912366,2.61579331177988
510,2024,5.71724008440231,2.64328642954325
511,2024,5.8908622823887,2.61812189949162
512,2024,6.03020172829954,2.69490981594459
513,2024,6.06410544407294,2.84214819472616
514,2024,5.49953072707846,2.93988622398729
515,2024,4.28656375167533,2.82717156912005
516,2024,3.86210885033104,2.83624380642599
517,2024,3.9495195896359,3.11448206328569
518,2024,0.599778430617374,0.292641458570144
519,2024,0.655589163488483,0.311146377187323
520,2024,0.982429386064503,0.461305105536247
521,2024,0.842125233471023,0.592177651408161
522,2024,0.94133748204349,0.776843122939668
523,2024,1.29122574918944,1.05183791472637
524,2024,1.97598253033176,1.61489959886175
525,2024,3.33702602075494,2.61661505804893
526,2024,4.81915353469967,3.35783425113527
527,2024,5.61373266226016,3.53389001057915
528,2024,5.94982636687548,3.4969881096228
529,2024,5.96921743267441,3.34955037651721
530,2024,5.84053681614977,3.17077114247301
531,2024,5.80555944912922,3.05712891467227
532,2024,5.80294862445097,2.95076389400495
533,2024,5.7614601687615,2.84190365906765
534,2024,5.71389968295275,2.75714812730437
535,2024,5.71293364400449,2.72340829810951
536,2024,5.69758638276817,2.68972062133635
537,2024,7.54028985589187,2.94642898803175
538,2024,7.56425984934991,2.89226982392783
539,2024,7.62520727570753,2.89111274357975
540,2024,7.58274286504118,2.88851300968201
541,2024,7.49282499536965,2.86944252699913
542,2024,7.36489872902817,2.83578705172036
543,2024,7.21040931473608,2.79949936968837
544,2024,7.0450856432041,2.7534604514363
545,2024,6.9012989831267,2.6936873383882
546,2024,6.75943273676108,2.61178103471036
547,2024,6.62419974063494,2.54898099659775
548,2024,6.48102402205793,2.50141504126634
549,2024,6.35622941151909,2.46844435884602
550,2024,6.25110241567126,2.45997875813403
551,2024,6.16453273381506,2.45834606045041
552,2024,6.11784689396805,2.46500966406787
553,2024,6.09740611873799,2.48677678645874
554,2024,6.15230320921596,2.52027314061178
555,2024,6.31556972768736,2.55841567241832
556,2024,6.45347865694058,2.61040933562273
557,2024,6.34769138323594,2.78690136475581
558,2024,6.0178979644494,3.03447569544623
559,2024,5.53406948295439,3.29001812790145
560,2024,5.34515716348376,3.39577635672899
561,2024,4.6349310486213,3.16938830681703
562,2024,3.62991766900009,2.63524326506426
563,2024,3.59268444813557,2.36354585235316
564,2024,4.01267073280323,2.35798771240311
565,2024,3.80454772895908,2.22041971935186
566,2024,3.42096218022501,2.08678708636114
567,2024,3.18808329031334,2.08237870535182
568,2024,3.32879924903745,2.03100976051205
569,2024,3.70971780682203,2.03274667056467
570,2024,3.1982668739113,1.81411458983178
571,2024,2.89049277653605,1.75963881220325
572,2024,3.24274154127755,2.42777712318305
573,2024,2.7182639300453,1.83667217702541
574,2024,2.66213276408474,1.80173719820405
575,2024,2.92770357615089,1.89730099356472
576,2024,3.66747809955792,1.94014333064879
577,2024,4.4078664192872,2.26518725281146
578,2024,4.43955693056124,2.55223155060236
579,2024,4.4042309113541,2.48379746227468
580,2024,4.52005236711561,2.26388370062822
581,2024,4.7733804450272,2.07360613487362
582,2024,4.54829166394583,1.92895294897543
583,2024,4.36381147755599,1.8490955521111
584,2024,4.34665114650075,1.8637377873811
585,2024,4.3669855254037,1.91604394277123
586,2024,4.39658421796301,1.95972659458293
587,2024,4.4201937532573,1.98713646283818
588,2024,4.40165489134581,2.02315843516348
589,2024,4.36473186638044,2.07468125378876
590,2024,4.3544713129168,2.12436827863216
591,2024,4.34756239286121,2.15906260235141
592,2024,4.34055640978843,2.1883161661715
593,2024,4.3444326247858,2.21498375432641
594,2024,4.34676397365072,2.23989295133445
595,2024,4.35737349102216,2.26167193590531
596,2024,4.35878970867358,2.28375835600771
597,2024,4.36507971279369,2.3065417575213
598,2024,4.37297435280699,2.32680525621064
599,2024,4.38427224366561,2.34288208670094
600,2024,4.41109065961394,2.35845645413224
601,2024,4.44563536096064,2.37143089680788
602,2024,4.48781157067474,2.3980677018746
603,2024,4.56377132255468,2.44400276297408
604,2024,4.66718992683458,2.48256293756834
605,2024,4.73479319655377,2.53381643995397
606,2024,4.88409426456653,2.63629949503477
607,2024,5.2331570590505,2.74199172663949
608,2024,5.19930410459175,2.85700643309457
609,2024,5.07619271404255,2.85012401938881
610,2024,5.18500287821574,2.77568550277505
611,2024,5.49832253130326,2.68356587813536
612,2024,5.69843212936236,2.59184927423961
613,2024,5.79173707962036,2.54838480756149
614,2024,5.88427868763112,2.57771196901635
615,2024,5.96469811512076,2.6814590176635
616,2024,6.01065309817747,2.86873270133868
617,2024,5.92800808693311,3.05363387546095
618,2024,5.5407614689436,3.20173601645189
619,2024,5.1316240813051,3.19526680369594
620,2024,4.97061949579612,3.19884007372612
621,2024,4.94754987103599,3.18323975257451
622,2024,5.01899868564576,3.21789907092784
623,2024,4.86902107918485,3.31624125061655
624,2024,1.06164316555358,0.318875623723564
625,2024,1.77515623584297,0.58806925252609
626,2024,2.85753098852146,1.33395024912017
627,2024,2.98139193450442,1.91573272507324
628,2024,2.02077175334374,1.31193534063074
629,2024,1.24428695801252,0.843669678370294
630,2024,2.35501389603437,1.46838600378613
631,2024,4.68886055117068,2.86982917849556
632,2024,6.26100151990511,3.82617142337619
633,2024,6.87222138750627,3.94184888048548
634,2024,7.04437332938177,3.80683711422693
635,2024,6.97761985067255,3.59189158845242
636,2024,6.87239174924282,3.41254065828619
637,2024,6.90616755455918,3.2915275896975
638,2024,7.23815912526587,3.16556128572929
639,2024,7.29006910064946,3.07177284810209
640,2024,7.5757459539064,3.019654859261
641,2024,7.59422041688647,2.99438083809961
642,2024,7.82179808209402,3.24336596972994
643,2024,7.69022355057438,3.19353508067474
644,2024,7.55905336548823,3.14973902996825
645,2024,7.43236193005343,3.09906295642848
646,2024,7.29975410277799,3.04694652967377
647,2024,7.15863173089413,2.98934084339892
648,2024,7.00944560544091,2.93390858458634
649,2024,6.86307638013585,2.86063010465245
650,2024,6.72108691560556,2.76731826908313
651,2024,6.58664015250176,2.69734001177603
652,2024,6.47497056137701,2.65436824619867
653,2024,6.40643415243729,2.61155228391833
654,2024,6.35480583010253,2.57494896567975
655,2024,6.30400100850171,2.54739330250978
656,2024,6.27314854297579,2.52315829366589
657,2024,6.2799210698338,2.51993554162441
658,2024,6.31717077804648,2.54250128186979
659,2024,6.37461604094653,2.59337487513185
660,2024,6.46947822178373,2.67255503651355
661,2024,6.61617990569298,2.76487614560981
662,2024,6.76490213189806,2.87375624746459
663,2024,6.8353266045914,2.96469861170983
664,2024,6.7174781516472,3.02096259296066
665,2024,6.45779494931979,3.04507136948679
666,2024,6.16902824958659,3.01237694912082
667,2024,5.9752090771376,3.02920121374259
668,2024,6.03924596772431,3.13137740812126
669,2024,6.13645930653033,3.2622552828935
670,2024,6.12783925873893,3.32548228458046
671,2024,5.91356447801827,3.36953820248947
672,2024,5.11215820593864,3.33167071775722
673,2024,4.25151573436231,3.17127102788418
674,2024,3.6618387913852,3.033710783649
675,2024,3.1516405615192,2.6802151619279
676,2024,3.26626670841845,2.75249823036104
677,2024,4.42977653443813,3.39187690026426
678,2024,5.21253323517971,3.13722206040802
679,2024,5.26470218182351,2.69710592600949
680,2024,4.99933258143271,2.49298804592888
681,2024,4.75429391361171,2.46575669545504
682,2024,4.64833263765951,2.49831351332929
683,2024,4.62543098785862,2.46867028845607
684,2024,4.24756873338859,2.38850448010797
685,2024,3.54256713575458,2.03015738032688
686,2024,3.38162659469599,1.84739240825599
687,2024,3.78320154658756,1.99556344423661
688,2024,4.12012791059772,2.17753719025103
689,2024,4.35868642715194,2.2838343148534
690,2024,4.54960082258497,2.35941165934213
691,2024,4.63735025362198,2.41072405768357
692,2024,4.66850213919367,2.43739599821598
693,2024,4.71362266092567,2.45686716533842
694,2024,4.73518038851134,2.45504982645832
695,2024,4.75174137079938,2.44438245196424
696,2024,4.77835832545476,2.44656682073132
697,2024,4.83059032862971,2.44022728944269
698,2024,4.92402872572774,2.44246098618132
699,2024,5.00792077702025,2.43935735849226
700,2024,5.12462392486401,2.44305261900109
701,2024,5.41251394171152,2.43635192453543
702,2024,5.58167988765314,2.42237204806943
703,2024,5.5637816957065,2.40494608408721
704,2024,5.62687260486324,2.39356490786674
705,2024,5.6206400207481,2.40077488586637
706,2024,5.55115186983014,2.4273548507409
707,2024,5.52232254884258,2.46749650575119
708,2024,5.48048332962931,2.50877399362844
709,2024,5.42294134597601,2.53370864153752
710,2024,5.38715754643731,2.52230601635568
711,2024,5.3815579129302,2.48946216392666
712,2024,5.41190638934603,2.47159454021722
713,2024,5.46596691104936,2.47832867871736
714,2024,5.53605543215823,2.52151676598379
715,2024,5.62014579439756,2.60096528274763
716,2024,5.69853664073885,2.69896663762385
717,2024,5.77170773229984,2.81829414109746
718,2024,5.84203244810519,2.94437843396931
719,2024,5.9191986446425,3.0830733891975
720,2024,5.94376681624732,3.24406766882432
721,2024,5.93900166090971,3.43009435682357
