"X","Y"
-160.75,-85.2456691259843
-157.75,-85.2456691259843
-157.25,-85.2456691259843
-156.749999999999,-85.2456691259842
-156.25,-85.2456691259843
-175.75,-84.7460925803694
-173.25,-84.7460925803694
-172.75,-84.7460925803694
-172.25,-84.7460925803694
-171.75,-84.7460925803694
-171.249999999999,-84.7460925803694
-170.75,-84.7460925803694
-170.25,-84.7460925803694
-169.75,-84.7460925803694
-169.25,-84.7460925803694
-168.75,-84.7460925803694
-168.25,-84.7460925803694
-167.75,-84.7460925803694
-167.25,-84.7460925803694
-166.75,-84.7460925803694
-166.25,-84.7460925803694
-179.75,-84.2464433750834
-179.25,-84.2464433750834
-178.75,-84.2464433750834
-178.25,-84.2464433750834
-177.75,-84.2464433750834
-177.25,-84.2464433750834
-176.750000000001,-84.2464433750834
-176.249999999999,-84.2464433750834
-175.75,-84.2464433750834
-175.25,-84.2464433750834
-174.75,-84.2464433750834
-174.25,-84.2464433750834
-173.75,-84.2464433750834
-173.25,-84.2464433750834
176.249999999999,-84.2464433750834
176.750000000001,-84.2464433750834
177.25,-84.2464433750834
177.75,-84.2464433750834
178.25,-84.2464433750834
178.75,-84.2464433750834
179.25,-84.2464433750834
179.75,-84.2464433750834
-179.75,-83.7467389435039
171.249999999999,-83.7467389435039
171.75,-83.7467389435039
172.25,-83.7467389435039
172.75,-83.7467389435039
173.25,-83.7467389435039
173.75,-83.7467389435039
174.25,-83.7467389435039
174.75,-83.7467389435039
175.25,-83.7467389435039
-179.75,-83.2469915531596
-61.75,-83.2469915531596
-61.2500000000001,-83.2469915531596
-60.7499999999998,-83.2469915531596
-60.2500000000001,-83.2469915531596
-59.7499999999998,-83.2469915531596
-59.2500000000005,-83.2469915531596
-58.7499999999995,-83.2469915531596
-58.25,-83.2469915531596
-57.7500000000006,-83.2469915531596
167.25,-83.2469915531596
167.749999999999,-83.2469915531596
168.749999999999,-83.2469915531596
169.250000000001,-83.2469915531596
169.750000000001,-83.2469915531596
-179.75,-82.7472100870516
-153.249999999999,-82.7472100870516
-62.7500000000006,-82.7472100870516
-62.2500000000002,-82.7472100870516
-61.7499999999999,-82.7472100870516
-61.2499999999999,-82.7472100870516
-60.75,-82.7472100870516
-60.2500000000001,-82.7472100870516
-59.7499999999996,-82.7472100870516
-59.2500000000007,-82.7472100870516
-57.7500000000003,-82.7472100870516
-57.2500000000002,-82.7472100870516
-56.75,-82.7472100870516
-56.25,-82.7472100870516
-55.7499999999999,-82.7472100870516
-46.2499999999995,-82.7472100870516
-45.7500000000004,-82.7472100870516
162.75,-82.7472100870516
163.25,-82.7472100870516
165.25,-82.7472100870516
165.75,-82.7472100870516
166.25,-82.7472100870516
166.75,-82.7472100870516
-179.750000000001,-82.2474011354502
-153.75,-82.2474011354502
-153.249999999999,-82.2474011354502
-65.7500000000002,-82.2474011354502
-62.7500000000004,-82.2474011354502
-62.2500000000003,-82.2474011354502
-61.7500000000001,-82.2474011354502
-61.2499999999998,-82.2474011354502
-60.7500000000001,-82.2474011354502
-60.2500000000002,-82.2474011354502
-59.7499999999996,-82.2474011354502
-55.7500000000004,-82.2474011354502
-55.2500000000002,-82.2474011354502
-54.7499999999995,-82.2474011354502
-54.2500000000004,-82.2474011354502
-53.7499999999999,-82.2474011354502
-53.2499999999999,-82.2474011354502
-52.7499999999998,-82.2474011354502
-52.2500000000006,-82.2474011354502
-51.7499999999994,-82.2474011354502
-51.2500000000005,-82.2474011354502
-50.75,-82.2474011354502
-47.2499999999992,-82.2474011354502
-46.7500000000007,-82.2474011354502
-46.2499999999993,-82.2474011354502
-45.7500000000006,-82.2474011354502
-45.25,-82.2474011354502
-44.75,-82.2474011354502
-44.2500000000001,-82.2474011354502
-43.7499999999995,-82.2474011354502
-43.2499999999998,-82.2474011354502
161.25,-82.2474011354502
161.75,-82.2474011354502
163.75,-82.2474011354502
164.25,-82.2474011354502
164.75,-82.2474011354502
165.25,-82.2474011354502
-179.750000000001,-81.7475696906499
-154.25,-81.7475696906499
-153.75,-81.7475696906499
-52.2500000000005,-81.7475696906499
-51.7499999999994,-81.7475696906499
-51.2500000000003,-81.7475696906499
-50.7500000000002,-81.7475696906499
-50.2499999999997,-81.7475696906499
-49.7499999999998,-81.7475696906499
-49.25,-81.7475696906499
-48.7499999999996,-81.7475696906499
-48.2500000000006,-81.7475696906499
-47.7500000000001,-81.7475696906499
-47.2499999999994,-81.7475696906499
-46.7500000000003,-81.7475696906499
-46.2499999999996,-81.7475696906499
-45.7500000000004,-81.7475696906499
-45.2500000000001,-81.7475696906499
-44.7499999999999,-81.7475696906499
-44.2500000000001,-81.7475696906499
-43.7499999999995,-81.7475696906499
-43.2500000000001,-81.7475696906499
-42.7499999999999,-81.7475696906499
-42.2500000000006,-81.7475696906499
-41.7499999999999,-81.7475696906499
161.25,-81.7475696906499
161.75,-81.7475696906499
162.25,-81.7475696906499
162.75,-81.7475696906499
-179.750000000001,-81.2477196035521
-154.250000000001,-81.2477196035521
-153.75,-81.2477196035521
-153.249999999999,-81.2477196035521
-152.75,-81.2477196035521
-152.25,-81.2477196035521
-151.75,-81.247719603552
-151.250000000001,-81.247719603552
-42.2500000000004,-81.2477196035521
-41.7499999999999,-81.247719603552
-41.2499999999999,-81.2477196035521
-40.75,-81.2477196035521
-40.2499999999997,-81.2477196035521
-39.7500000000007,-81.2477196035521
-37.7500000000004,-81.2477196035521
-37.2499999999996,-81.2477196035521
-36.7499999999999,-81.247719603552
160.25,-81.247719603552
160.75,-81.247719603552
161.25,-81.2477196035521
-179.75,-80.7478538921367
-150.25,-80.7478538921367
-149.75,-80.7478538921367
-149.25,-80.7478538921367
-148.75,-80.7478538921367
-148.25,-80.7478538921367
-75.75,-80.7478538921367
-75.2500000000005,-80.7478538921367
-74.7499999999997,-80.7478538921367
-74.2499999999999,-80.7478538921367
-73.7500000000007,-80.7478538921367
-73.249999999999,-80.7478538921367
-72.7500000000006,-80.7478538921367
-72.2499999999997,-80.7478538921367
-71.75,-80.7478538921367
-71.25,-80.7478538921367
-70.7500000000002,-80.7478538921367
-70.2499999999996,-80.7478538921367
-69.7499999999997,-80.7478538921367
-69.2500000000009,-80.7478538921367
-68.7500000000002,-80.7478538921367
-68.2499999999996,-80.7478538921367
-67.75,-80.7478538921367
-67.2500000000003,-80.7478538921367
-66.7499999999996,-80.7478538921367
-66.2499999999996,-80.7478538921367
-65.7500000000009,-80.7478538921367
-65.2499999999995,-80.7478538921367
-64.7499999999997,-80.7478538921367
-64.2500000000008,-80.7478538921367
-63.7499999999995,-80.7478538921367
-63.2499999999995,-80.7478538921367
-62.7500000000004,-80.7478538921367
-62.2499999999998,-80.7478538921367
-61.7500000000004,-80.7478538921367
-61.2499999999997,-80.7478538921367
-60.7500000000001,-80.7478538921367
-38.2499999999999,-80.7478538921367
-37.7500000000006,-80.7478538921367
-37.2499999999995,-80.7478538921367
-36.7499999999999,-80.7478538921367
-36.2500000000003,-80.7478538921367
-35.7500000000002,-80.7478538921367
-35.2499999999994,-80.7478538921367
-34.7500000000004,-80.7478538921367
-34.2499999999999,-80.7478538921367
-33.7500000000004,-80.7478538921367
-33.2499999999996,-80.7478538921367
-32.75,-80.7478538921367
160.25,-80.7478538921367
-179.75,-80.2479749550444
-79.7500000000009,-80.2479749550444
-79.2500000000003,-80.2479749550444
-78.7499999999993,-80.2479749550444
-78.2499999999995,-80.2479749550444
-77.7500000000007,-80.2479749550444
-77.2499999999999,-80.2479749550444
-76.7500000000002,-80.2479749550444
-76.2499999999995,-80.2479749550444
-64.2500000000007,-80.2479749550444
-63.7499999999997,-80.2479749550444
-63.2499999999995,-80.2479749550444
-62.7500000000002,-80.2479749550444
-62.2500000000001,-80.2479749550444
-61.7500000000002,-80.2479749550444
-61.2499999999996,-80.2479749550444
-59.7499999999992,-80.2479749550444
-59.2500000000004,-80.2479749550444
-58.75,-80.2479749550444
-52.2500000000002,-80.2479749550444
-51.7499999999993,-80.2479749550444
-47.2499999999997,-80.2479749550444
-46.7500000000005,-80.2479749550444
-46.2499999999993,-80.2479749550444
-45.7500000000003,-80.2479749550444
-35.7500000000003,-80.2479749550444
-35.2499999999993,-80.2479749550444
-34.7500000000005,-80.2479749550444
-34.2499999999997,-80.2479749550444
-33.7500000000001,-80.2479749550444
-33.2500000000002,-80.2479749550444
-32.7499999999998,-80.2479749550444
-32.2499999999998,-80.2479749550444
-31.7500000000001,-80.2479749550444
-31.2500000000002,-80.2479749550444
-30.7500000000002,-80.2479749550444
-30.2499999999996,-80.2479749550444
-29.7500000000005,-80.2479749550444
-29.2499999999991,-80.2479749550444
-28.7500000000007,-80.2479749550444
-28.2500000000006,-80.2479749550444
-27.7499999999993,-80.2479749550444
-27.2499999999999,-80.2479749550444
-26.7500000000004,-80.2479749550444
-26.25,-80.2479749550444
-25.75,-80.2479749550444
-25.2499999999993,-80.2479749550444
-24.7500000000006,-80.2479749550444
-24.2499999999993,-80.2479749550444
-23.7500000000005,-80.2479749550444
158.75,-80.2479749550444
159.250000000001,-80.2479749550444
159.75,-80.2479749550444
160.249999999999,-80.2479749550444
160.750000000001,-80.2479749550444
-179.75,-79.748084722635
-151.25,-79.748084722635
-150.750000000001,-79.748084722635
-150.249999999999,-79.748084722635
-149.750000000001,-79.748084722635
-149.25,-79.748084722635
-148.75,-79.748084722635
-148.25,-79.748084722635
-80.75,-79.748084722635
-79.7500000000006,-79.748084722635
-78.2499999999995,-79.748084722635
-77.2500000000001,-79.748084722635
-59.2500000000003,-79.748084722635
-58.7500000000002,-79.748084722635
-58.2499999999995,-79.748084722635
-57.7500000000006,-79.748084722635
-57.2499999999998,-79.748084722635
-56.7499999999999,-79.748084722635
-56.2500000000003,-79.748084722635
-55.7499999999999,-79.748084722635
-55.2500000000002,-79.748084722635
-54.2500000000002,-79.748084722635
-53.7499999999998,-79.748084722635
-53.2499999999999,-79.748084722635
-52.7500000000003,-79.748084722635
-52.2500000000002,-79.748084722635
