"nearest_seamount_id","nearest_seamount_distance_m","pixel_id"
5525456,347156.794056687,923
5525456,390453.695705823,924
5525456,433751.833971731,925
5525456,477050.872140732,926
5525456,520350.585566611,927
5506180,558995.893850245,928
1127503,568998.88278779,929
1127503,531987.940925953,930
1127503,495996.901321372,931
1127503,461264.565193405,932
1127503,428097.405082777,933
1127503,396888.011316845,934
1127503,368134.642445345,935
1127503,342456.497328595,936
1127503,320593.365978878,937
1127503,303371.185529626,938
1127503,291613.378058215,939
1127503,285994.693077133,940
1127503,286876.075731197,941
1127503,294199.111722769,942
5512085,304254.389701207,943
5512085,315922.841767319,944
5511664,328630.247158951,945
5511664,346053.917946588,946
5511664,367775.889717506,947
5511664,393084.230339642,948
5511664,421333.164347175,949
5511664,451971.652616384,950
5511664,484546.623465334,951
5511664,518693.360288535,952
5511664,554121.367442242,953
5511664,590600.113323382,954
5470229,920116.071451623,955
5470229,917187.797800925,956
5470229,916298.883595927,957
5481449,906203.847827368,958
5481449,884544.836911959,959
5481449,864513.758913626,960
5481449,846226.226459107,961
5481449,829797.523192471,962
5481449,815340.020358615,963
5481449,802960.200914905,964
5481449,792755.407336402,965
5481449,784810.488985585,966
5481449,779194.576171686,967
5481449,775958.238310439,968
5481449,775131.281668591,969
5481449,776721.401915409,970
5481449,780713.830233951,971
5481449,787072.010299302,972
5481449,795739.235068555,973
5481449,806641.077066672,974
5481449,819688.380024973,975
5481449,834780.551784439,976
5481449,851808.907607797,977
5481449,870659.851305511,978
5481449,891217.736820561,979
5481449,913367.312927656,980
5481449,936995.708836862,981
1107024,953694.752210094,982
5467131,956088.506642652,983
5467131,957389.294729573,984
5467131,960642.288754917,985
5467131,965827.763309107,986
5497692,949020.461453837,987
5497692,914164.802428311,988
5508165,876897.79991645,989
5508165,837967.496371727,990
5508165,799487.094708588,991
5508165,761524.799588657,992
5508165,724162.09671896,993
5508165,687496.749383691,994
5508165,651646.479814609,995
5508165,616753.439430449,996
5508165,582989.529577244,997
5508165,550562.525329312,998
5508165,519722.727182649,999
5508165,490769.445010831,1000
5508165,464055.922616224,1001
5508165,439990.302878417,1002
5508165,419029.056381264,1003
5508359,401128.475805231,1004
5480427,823612.289181859,1005
5480427,837007.881402122,1006
5480427,852395.155030834,1007
5480427,869668.398450637,1008
5480427,888717.650528131,1009
5480427,909431.315498689,1010
5480427,931698.389508104,1011
5480427,955410.266098919,1012
5480427,980462.125874989,1013
5480427,1006753.94220052,1014
5480427,1034191.15068258,1015
5502977,1008477.76614588,1016
5502977,970300.171378694,1017
5502977,932570.510201432,1018
5502977,895345.411877493,1019
