"nearest_seamount_id","nearest_seamount_distance_m","pixel_id"
5462214,32436.9123644012,4115
5462632,15699.577534721,4116
5462632,70438.7390884419,4117
5459955,100746.986871625,4118
5459955,41555.2241743122,4119
5461110,16989.7651934601,4120
5461112,21545.4737824066,4121
5460166,25489.4778192772,4122
5461670,7866.12928996141,4123
5463052,17713.0763520209,4124
5464076,34666.374651559,4125
5466526,61733.7947959131,4126
1106146,92289.9277698575,4127
1106146,113391.998568408,4128
1106146,157470.718501878,4129
5473302,149352.732328614,4130
1099909,140135.645077866,4131
1099909,108677.899505019,4132
1099909,107623.138473301,4133
5452182,124868.989454109,4134
5452182,140423.509567572,4135
5462829,175209.110692389,4136
5462829,113935.448520192,4137
5462829,53509.8837969539,4138
5462829,18555.2195626159,4139
1103694,67397.1064983018,4140
1106593,106926.772421676,4141
5455282,83956.5680667572,4142
5455282,90024.3497696918,4143
5455282,129456.668642256,4144
5471966,169203.198242623,4145
5477253,204948.935450313,4146
5477253,193913.152194003,4147
5477253,201988.916329584,4148
5477962,225974.472561334,4149
5477962,258729.128848276,4150
5440567,267677.054244377,4151
5440567,276933.602999405,4152
5440567,298885.267027505,4153
5440567,331015.939943322,4154
5436431,322499.208568147,4155
5441096,316391.902270662,4156
5441096,286388.402583934,4157
5453774,246827.519880176,4158
5453774,192632.875149537,4159
5453774,144533.705000402,4160
5453774,110776.922003167,4161
5453774,106075.578199864,4162
5453774,133534.629991483,4163
5453774,178913.201855191,4164
5477902,214617.358009586,4165
5477208,201764.325019715,4166
5477208,193123.922390106,4167
5477255,203531.929927584,4168
5477255,229936.666094952,4169
5477255,268170.583033006,4170
5444564,276545.899446666,4171
5444564,245132.984388142,4172
5444564,226498.770071487,4173
5444564,223857.483518739,4174
5444564,237742.760742311,4175
5444564,265574.913947074,4176
5438380,300597.873749676,4177
5440761,279667.808950278,4178
5442624,256217.320111582,4179
5447895,216306.759839135,4180
5447895,188460.716941596,4181
5447895,178452.337005608,4182
5449336,170116.136267802,4183
5471917,155385.954330577,4184
5471917,130195.308577041,4185
1099265,128238.022643691,4186
5454628,109269.536116249,4187
5454628,91129.6547129792,4188
5454628,110762.645723819,4189
5454628,154373.186408653,4190
5454628,207346.967546594,4191
5454628,264108.72097332,4192
5447116,275948.500864454,4193
5447116,234796.779533134,4194
5447116,204231.357786972,4195
5447116,189447.445489443,4196
5447116,194085.519748458,4197
5447116,216903.228708494,4198
5473487,186086.752642203,4199
5463682,132611.592233642,4200
5463682,73202.7097187195,4201
5463682,27026.0300483053,4202
5463682,60837.0213337877,4203
5456349,100315.960091028,4204
5456349,68169.6034876048,4205
5462023,47377.0847756453,4206
5462106,12361.8619101825,4207
5458644,35999.0915402248,4208
5460734,10144.8216458872,4209
5460610,36942.7434456041,4210
5461477,10103.3794442841,4211
5461477,51536.9577756082,4212
5461477,113176.874987436,4213
5458580,136410.747017911,4214
5458580,78940.9125598058,4215
5458580,38136.7371985646,4216
5458356,60709.6157883744,4217
1099702,111992.001169829,4218
5461326,84468.5439018483,4219
5461326,22920.6304523178,4220
5461326,38919.6989499158,4221
5461326,100514.167692717,4222
1105518,78450.5973454219,4223
5464398,61249.2975856359,4224
5464398,35506.1923344832,4225
5458650,36921.1395644066,4226
5458650,76335.576375753,4227
5463302,24243.7612627396,4228
1103681,24338.205164695,4229
1103681,78105.2659350032,4230
5468564,85461.1468039722,4231
5463823,57452.7615112022,4232
5463824,27141.7590101422,4233
5461187,15553.0488360741,4234
5462427,15144.1547100897,4235
5460272,20957.2141213908,4236
5460417,38536.3823003676,4237
5460124,19533.3203974285,4238
5460745,19071.0448188539,4239
5462784,23415.550454537,4240
5460815,8626.1682046822,4241
5459809,22373.7982439726,4242
5460418,17678.5188698206,4243
1103497,14609.5345306468,4244
5458720,35769.1697200076,4245
5464035,34882.9537797389,4246
5462172,7219.35617011944,4247
5458128,44995.2415734974,4248
5459030,32865.9007576104,4249
5459030,78705.9976291069,4250
1101890,84498.9412295115,4251
1101890,39906.8752786609,4252
5460884,35277.5326332149,4253
5462236,16527.0677723766,4254
5457786,49363.5560611065,4255
5457786,67402.4991547011,4256
5455650,76268.512175237,4257
1100762,79816.2905487839,4258
1102270,46994.3482473217,4259
5460994,9181.90569426762,4260
5461254,48103.6001478921,4261
5461254,109709.845564547,4262
5449853,153180.92709133,4263
5449853,164827.173706825,4264
5449853,196139.147633477,4265
5447465,236931.91776242,4266
5447465,280106.03923543,4267
1094823,302459.77154228,4268
5438162,297146.380963277,4269
5441549,274648.67635021,4270
5441549,259469.724935585,4271
5441549,258488.197351371,4272
5441549,271857.914095507,4273
5480775,268635.226567429,4274
5480775,246613.983349686,4275
5480775,238895.365984465,4276
5478278,217686.421752282,4277
5477362,205017.308816671,4278
5477362,195358.641521059,4279
5474193,165674.133572041,4280
5471462,146798.684585028,4281
5459346,97405.1561936702,4282
5459346,41916.4690317664,4283
5459346,40313.5656281572,4284
5456914,59918.6474632422,4285
5466393,69207.8592131504,4286
5461977,34144.4605580273,4287
5461977,28172.6910703709,4288
5458132,44122.2899136143,4289
5458132,81480.5342493874,4290
5458132,137587.592938089,4291
5458132,197029.391903889,4292
5458132,257506.862223363,4293
5458132,318430.454235796,4294
5433644,361032.128994258,4295
5433644,350063.011980215,4296
5438002,327790.304713293,4297
5438002,307936.876501255,4298
5438002,299671.025007844,4299
5438002,303939.62200368,4300
5438002,320241.833139922,4301
1112563,315863.571165315,4302
1111185,284981.108321715,4303
1111185,258926.953376314,4304
1110475,235673.220528285,4305
1110475,223610.278466581,4306
1110475,228167.074031763,4307
1110475,248430.75088064,4308
1110475,281023.895013587,4309
1110475,322226.61036712,4310
1110475,369167.325969332,4311
1110475,419926.193482375,4312
1110475,473276.313221394,4313
1110475,528433.436314224,4314
1111319,516435.591702356,4315
1111319,463359.420684525,4316
1111319,412670.755411407,4317
1111319,365364.638794084,4318
1111319,322931.035153063,4319
1111319,287535.310742025,4320
1111319,262045.079435933,4321
1111319,249514.848584693,4322
1111319,251886.210314277,4323
5482906,265921.423103839,4324
5482906,270980.417126458,4325
5482906,289388.211475651,4326
5482906,318841.11198324,4327
5482906,356612.870932794,4328
1115116,388366.217761126,4329
5492625,401029.01654866,4330
5492625,417925.998593803,4331
5492625,442830.640044086,4332
1096130,472298.481597828,4333
1096130,420204.1174873,4334
1096130,371047.318089665,4335
1096130,326158.997184462,4336
1096130,287545.19279898,4337
1096130,258038.275520933,4338
1096130,241006.706629545,4339
1096130,239131.095681025,4340
1096130,252749.078094032,4341
1096130,279605.93575199,4342
1094422,300568.26552302,4343
1094422,304304.611909985,4344
5449709,306567.065559947,4345
5449709,255372.683943962,4346
5449709,209871.429685022,4347
5449709,174573.17539048,4348
5449709,156539.251973371,4349
5449709,161654.720084,4350
5449709,188039.695056863,4351
5449709,228439.428696769,4352
5449709,276783.643888367,4353
5449709,329594.850899592,4354
5452961,332965.817932996,4355
5452961,276040.826382136,4356
5452961,221652.446461264,4357
5453334,171753.519956979,4358
5453334,130807.33638599,4359
5453334,110999.162887697,4360
5453809,104385.361275288,4361
5453809,114769.174139745,4362
5453809,151811.034814511,4363
5453809,201296.260583185,4364
5453809,256110.808113757,4365
5453809,313471.33013272,4366
5453809,372202.593854823,4367
5468712,359590.203379243,4368
5468712,300104.89559996,4369
5468712,241701.778302082,4370
5468712,185406.359600475,4371
5468712,133903.898377905,4372
5468712,95309.7953826712,4373
1103894,58486.579419208,4374
1103894,28650.7533781862,4375
1103894,76289.0466626951,4376
1103894,135713.444016634,4377
1103894,196507.573410278,4378
1103894,257703.863383772,4379
5446201,318416.09493593,4380
5446201,273468.92796054,4381
5446201,236179.310863832,4382
5446201,210653.854640568,4383
5448242,196713.367108257,4384
5448242,176918.004829512,4385
5448242,177490.223227167,4386
5448242,198253.740252714,4387
5448242,233891.596646266,4388
5448242,278756.129464224,4389
5448242,329095.195529496,4390
5434427,341312.719713173,4391
5434427,352690.196850644,4392
5434427,374012.492499481,4393
5434427,403706.925146685,4394
5434427,440082.02139112,4395
5434427,481626.470375733,4396
5434427,527119.432060763,4397
5434427,575625.487291979,4398
5434427,626445.109214511,4399
5415874,670712.539031519,4400
5415874,709593.920948146,4401
5502977,738211.955352503,4402
5502977,699147.364778069,4403
5502977,663518.011512467,4404
5502977,631905.240365503,4405
5502977,604939.072366711,4406
5502977,583264.345751562,4407
5502977,567487.691539369,4408
5502977,558109.514653672,4409
5502977,555454.001623733,4410
5502977,559616.862475806,4411
5502977,570448.845111725,4412
5465362,521502.500202993,4413
5465362,460119.231195258,4414
5465362,398815.149396364,4415
5465362,337633.39161724,4416
5465362,276655.124941618,4417
5465362,216052.716836779,4418
5465362,156264.077840144,4419
5465362,98778.1092575451,4420
5465362,51910.8369066335,4421
5465362,56844.721679199,4422
5458162,70150.4145376736,4423
5458162,43167.4428098666,4424
5458162,80029.6373368366,4425
5463708,76662.277007063,4426
5463708,27563.148448095,4427
5461205,24472.2882219783,4428
5461512,85250.3038919361,4429
5461512,23621.526409287,4430
1102554,14343.9856772568,4431
5458088,49745.2172364398,4432
5463197,52982.3042706681,4433
5463197,22816.6132682618,4434
5459184,38553.3464584849,4435
5459184,47231.0105373314,4436
5463599,28908.1461179007,4437
5459301,31395.319286807,4438
5462069,18117.8287087813,4439
5459657,23416.3073277097,4440
5463384,28801.6778184513,4441
5464539,36665.3180180482,4442
5462203,20651.8778243591,4443
5459046,31114.7109089615,4444
5461645,2115.35676531991,4445
5462252,13333.0014369996,4446
5465140,56009.9525143162,4447
5461993,9543.73864171077,4448
5460778,30244.5096750097,4449
5460778,34192.1365742219,4450
5456149,94380.3155302105,4451
5456149,70037.161183369,4452
5456149,92204.8328899064,4453
5445087,137320.026579379,4454
5445087,123141.455247525,4455
5448561,104404.454106714,4456
5448611,76655.233513027,4457
5459056,83747.739499795,4458
5459056,63549.1472103599,4459
5451584,39403.1583952853,4460
5453654,29489.1429033819,4461
1100067,18141.9799746932,4462
5454546,7275.0738352875,4463
5453173,19108.4759052972,4464
5453920,29053.6494318628,4465
5450502,54204.1073833018,4466
1099836,25848.2665307564,4467
5454448,10157.3963716478,4468
5454448,52790.623989207,4469
5447634,87696.5533280997,4470
5447634,104036.28605288,4471
5459995,116705.801614182,4472
5459995,79853.0419866244,4473
5450114,66277.410082565,4474
5450298,57168.4490589504,4475
5453277,32729.594976856,4476
5453277,39223.5350780233,4477
5457042,56407.2409970824,4478
5457042,41738.5801131994,4479
5457042,90704.0037132051,4480
5457407,125930.640984391,4481
5457407,69593.1026073351,4482
5454455,23374.3470935177,4483
5454455,39573.453671206,4484
5460166,78569.631144373,4485
5461588,94066.5611161716,4486
1103323,107927.451133268,4487
5463674,122294.567423939,4488
5464571,139782.272035288,4489
1098335,163922.629151399,4490
1098335,108722.062029184,4491
1098335,68520.9470353747,4492
1098335,74125.0873871178,4493
1099909,92366.9469424291,4494
1099909,30622.037369952,4495
1099909,35616.5754204996,4496
5452182,32754.4383746021,4497
5452182,78612.5211750152,4498
5452182,138606.560899997,4499
5447439,120564.232665389,4500
5447439,91506.3094330239,4501
5450056,84476.5468695006,4502
5450056,56652.5400222533,4503
5455282,69424.2266315784,4504
5455282,13526.7254369466,4505
5455282,58915.162271492,4506
5455282,121176.711362711,4507
5455282,183905.871017388,4508
5455282,246746.263192419,4509
5440567,275146.676568704,4510
5440567,229883.057588033,4511
5440567,194708.812568974,4512
5440567,175788.50418839,4513
5440567,178371.66171884,4514
5440567,201633.519511676,4515
5440567,239625.703261912,4516
5436431,240274.166323891,4517
5436431,225130.517729055,4518
5441096,220576.277101779,4519
5441096,186277.414733876,4520
5441096,169320.499191822,4521
5453774,123668.994840865,4522
5453774,61163.3478993967,4523
5453774,10614.3748921434,4524
5453774,66401.4289696803,4525
5453774,128958.94529212,4526
5443681,161517.024024857,4527
5443681,200572.938955827,4528
5443681,249591.733876917,4529
5477208,291284.864082751,4530
5431250,290509.952735598,4531
5444564,268156.449713812,4532
5444564,215190.614158579,4533
5444564,169206.661534208,4534
5444564,137402.922748876,4535
5444564,130587.162612147,4536
5444564,152155.269001849,4537
5444564,192806.171368383,4538
5438380,209435.165581464,4539
5440761,192618.789839844,4540
5442624,168873.522921938,4541
5447895,145964.866833511,4542
5447895,101665.971893188,4543
5447895,85387.1906027179,4544
5449336,83880.9312964346,4545
5449336,67078.9654959844,4546
1099265,55516.170450821,4547
1099265,39746.4063670808,4548
5454628,47568.6646007095,4549
5454628,15595.9555419822,4550
5454628,78412.1469761943,4551
5454628,141345.218328535,4552
5454628,204287.179436307,4553
5447116,261620.118605865,4554
5447116,204296.067002294,4555
5447116,151503.975237091,4556
5447116,109976.365731242,4557
5447116,95712.7082107632,4558
5447116,118961.418087555,4559
5447116,164522.00600692,4560
5440958,186075.542079862,4561
5463682,155995.893594867,4562
5452599,97560.3965413685,4563
5452599,40852.0777278811,4564
5452599,41767.5534696115,4565
5452403,38194.3495602531,4566
1100306,8495.27728197883,4567
5455035,8547.77486201398,4568
5456351,34328.3293950617,4569
5458472,59568.6620379938,4570
5460186,83258.4100331196,4571
5461477,97659.9583545032,4572
1098043,81352.1430414156,4573
1098043,82430.4277980482,4574
5447515,95167.0079959168,4575
5448331,79862.0561560083,4576
1101813,59453.8818944073,4577
5451553,52084.9052253508,4578
1099702,18143.489293584,4579
1099441,65827.0518869551,4580
5448516,84748.4989999224,4581
1099104,52121.4102869078,4582
1099104,48713.6018664106,4583
5450261,53759.9812312275,4584
5450261,78658.5115644028,4585
5455889,26051.9921132292,4586
5455889,50744.5167517606,4587
5458650,89538.1625703634,4588
5448285,106965.934593816,4589
5448285,80001.7592530321,4590
5453384,71812.4317640366,4591
5454229,15849.2840224797,4592
5452419,30237.9258562684,4593
5454845,48847.4039327911,4594
5454845,15747.9860365583,4595
1100493,33639.6584628598,4596
1100334,12155.1788425594,4597
5455346,13204.9823930629,4598
5453853,21652.9995208675,4599
1100734,24129.5131620621,4600
5455474,24265.2562620158,4601
5455132,11228.9548572065,4602
5453105,20536.6772017228,4603
1100160,2714.45302610037,4604
5455706,19393.2184417586,4605
5455830,28302.6845227609,4606
5455527,16558.4626270932,4607
1100386,6224.69171803584,4608
1100472,11148.3133747427,4609
5455134,10477.7934809399,4610
1100400,16408.0251390999,4611
5454232,4009.35512936418,4612
5455411,14792.9514996314,4613
5455963,23427.0259025414,4614
1100007,24364.8681793689,4615
1100272,12602.5915659806,4616
5455412,16537.4359904323,4617
1100762,20251.827365442,4618
5451937,36385.0676634654,4619
1102270,71639.9553854116,4620
5447367,92828.3008053178,4621
1098455,96182.7376354087,4622
1098455,61073.4999106262,4623
5449853,76962.0325634114,4624
5447465,118634.440039374,4625
5447465,166713.055305901,4626
1094823,193360.431004273,4627
1094823,213999.877691503,4628
5438162,204027.459528004,4629
5441549,192462.067201202,4630
5441549,168132.301995826,4631
5441549,165590.064992581,4632
5441549,185732.181543358,4633
1094336,218950.001253721,4634
1094336,210989.477501537,4635
1094336,221401.877070893,4636
1094336,247882.628902137,4637
5432672,267588.233334756,4638
5474193,273166.301191341,4639
5459346,218566.742346163,4640
5459346,159714.208698207,4641
5459346,105691.111486021,4642
5459346,68973.6806396678,4643
5453479,20908.7943784148,4644
5454169,29763.9327402992,4645
5454169,92447.3577341958,4646
5461977,99261.8493809392,4647
5458132,61162.7132602571,4648
5458132,56936.4219101567,4649
5458132,103283.153385643,4650
5458132,161300.459991313,4651
5458132,222020.363931582,4652
5458132,283712.919328661,4653
5433644,285901.896636158,4654
5433644,263573.653849373,4655
5433644,255199.965700704,4656
5438002,230198.732048732,4657
5438002,209888.266935334,4658
5438002,207459.60557219,4659
5438002,223496.456969668,4660
5438002,254532.158279847,4661
5438002,295884.0108995,4662
5438002,343850.041733501,4663
1110475,331219.491290318,4664
1110475,318420.122842368,4665
1110475,317806.816852716,4666
1110475,329447.637769553,4667
1110475,352129.371414254,4668
1110475,383900.009611921,4669
1110475,422715.170693276,4670
1110475,466820.938556993,4671
1110475,514859.434023497,4672
1110475,565829.886023649,4673
1111319,574273.380226809,4674
1111319,525044.763484136,4675
1111319,479039.525586225,4676
1111319,437276.234744602,4677
1111319,401082.184667596,4678
1111319,372086.155654607,4679
1111319,352071.11581141,4680
1111319,342614.665381291,4681
1111319,344587.176584903,4682
1111319,357799.679410073,4683
5482906,363683.198374807,4684
5482906,378727.553270744,4685
5482906,403148.143266885,4686
5482906,435370.033671823,4687
5482906,473804.265500056,4688
5492625,494745.61165108,4689
5410745,497751.52209374,4690
1096130,478434.94142362,4691
1096130,418863.50005967,4692
1096130,360441.458736686,4693
1096130,303832.575042569,4694
1096130,250270.248180926,4695
1096130,202190.344919985,4696
1096130,164473.247125356,4697
1096130,145419.178404469,4698
1096130,152206.441593247,4699
1096130,181966.038765214,4700
1094422,212318.510877646,4701
1094422,207510.247688969,4702
1094422,221284.049848491,4703
5449709,241764.886105975,4704
5449709,181656.964984776,4705
5449709,124390.597264831,4706
5449709,76626.1276269317,4707
5449709,64767.9023056329,4708
5449709,102190.869894631,4709
5449709,156894.364453754,4710
5449709,216133.024528065,4711
5449709,277012.458154371,4712
5428124,331344.349298893,4713
5452961,269382.675805141,4714
5452961,206730.426385076,4715
5452961,144335.329526588,4716
5452961,82780.9186498809,4717
5453334,27095.3709257221,4718
5453809,25965.8351383911,4719
5453809,40430.1619764415,4720
5453061,101660.186050921,4721
5453061,163809.25684409,4722
5453061,226399.926710444,4723
5453061,289145.561937153,4724
5453061,351963.29375119,4725
5468712,394627.456394652,4726
5468712,339771.936718556,4727
5468712,288242.751182435,4728
5468712,242172.610391302,4729
5468712,205270.645307679,4730
1103894,162582.371044036,4731
1103894,128956.217565189,4732
1103894,121454.352371236,4733
1103894,144212.99649438,4734
1103894,186462.843463883,4735
1103894,238042.371468107,4736
1103894,294082.852649488,4737
5446201,257066.198313393,4738
5446201,201690.956038853,4739
5446201,152316.211110997,4740
5446201,116816.050152916,4741
5448242,108615.880618938,4742
5448242,81651.0937377917,4743
5448242,97268.5338704359,4744
5448242,142057.063325998,4745
5441866,195585.665952503,4746
5441866,237537.165848328,4747
5434427,246325.566154755,4748
5434427,253751.559427814,4749
5434427,275732.113235673,4750
5434427,309178.455933703,4751
5434427,350826.469845798,4752
5434427,398110.38828716,4753
5434427,449254.188145888,4754
5434427,503082.045851238,4755
5415874,544277.977252505,4756
5415874,583311.240063228,4757
5415874,626250.95930697,4758
5395918,648543.696865949,4759
5395918,667274.379902679,4760
5395918,691249.625237682,4761
5395918,719945.668571414,4762
5502977,697216.377498156,4763
5502977,676705.000504908,4764
5502977,661568.902951024,4765
5502977,652182.446852158,4766
5502977,648795.229328249,4767
5502977,651500.829011672,4768
5465362,604932.276014659,4769
5465362,543835.022311413,4770
5465362,483212.975205977,4771
5465362,423270.365498395,4772
5465362,364342.696094834,4773
5465362,307014.939494707,4774
5465362,252379.715775651,4775
5465362,202626.858495694,4776
5465362,162310.017002792,4777
5465362,139843.535573994,4778
5458162,122851.352917651,4779
5458162,70447.6510555818,4780
5458162,52517.2652713064,4781
5453649,85494.8228434483,4782
5453649,24742.3659717305,4783
5452518,31789.6379444609,4784
5452518,82401.392503498,4785
5452778,79146.5658519438,4786
5452778,27343.0936732728,4787
5458088,53744.214328419,4788
5452451,29168.0805384323,4789
5452451,71026.4625115758,4790
5459184,91395.2682639499,4791
5459184,63887.2930252957,4792
1099091,45452.8805772011,4793
5456469,32160.5901291002,4794
5456315,48018.7858601426,4795
5456315,34998.8294801075,4796
5456829,35411.8642765462,4797
5454111,31088.7597121272,4798
5454606,1535.46262128715,4799
5454608,13813.3894153469,4800
5454701,24124.6654926697,4801
5453755,31486.219965316,4802
5453755,93086.3908241269,4803
5458985,62151.7354515991,4804
5458985,81876.7803393248,4805
5453342,61074.0464430516,4806
5453342,17880.5196429344,4807
5455606,23407.0972141162,4808
5452695,25997.2878623092,4809
5452073,41928.1035046264,4810
5451629,45523.6893653023,4811
5451629,94451.7174422278,4812
1099858,45224.3962721544,4813
5438118,129701.734453771,4814
5438118,110152.79782189,4815
5438118,125278.659223253,4816
5445087,101771.031977816,4817
5445087,44030.0301637662,4818
5445087,42070.7594859799,4819
5448561,45030.2756966251,4820
5448611,26417.8401135601,4821
5448784,31296.8662506347,4822
5446964,15567.9813293983,4823
1098610,40212.9493674077,4824
5445860,19359.8347918387,4825
1097289,9754.41658925362,4826
1097289,68955.9748880954,4827
1098361,55128.8640568417,4828
1098428,34659.7705378824,4829
5450502,49589.3759338799,4830
1096975,52319.9067226082,4831
1096975,25459.2149877678,4832
5447634,24022.3786439037,4833
5447634,41843.3333818919,4834
5447634,105710.259967599,4835
5450114,117673.18476363,4836
5450114,60769.7754288218,4837
5450235,41594.0742902772,4838
5448790,26193.7628057174,4839
5453277,81969.7857049336,4840
5453277,120035.776695275,4841
5457042,131951.83930117,4842
5457042,153243.8126324,4843
5454455,178564.056932102,4844
5454455,128600.389578946,4845
5454455,97164.821889269,4846
5440945,82542.7875405646,4847
5440945,80439.2690303979,4848
5440945,119906.817447695,4849
5440945,174742.148263769,4850
5463052,214696.71341855,4851
1098335,208334.269494085,4852
1098335,145119.209981767,4853
1098335,83462.6084360093,4854
1098335,33502.7394292712,4855
5443515,51578.5949338023,4856
1097139,16059.1461321784,4857
1097139,72825.1921619599,4858
5452182,73056.7499805097,4859
5452182,68630.4242139292,4860
5452182,111053.978672378,4861
5438191,109409.24173507,4862
5447439,58631.5970969123,4863
5447439,7412.0937516316,4864
5450056,53701.8748529637,4865
5450057,45055.8464557099,4866
5443908,57480.1433273269,4867
5455282,109334.075723015,4868
5455282,137966.61751446,4869
5455282,185379.717400985,4870
5455282,240720.785018802,4871
5440567,255259.335162492,4872
5440567,195271.032075581,4873
5440567,139119.475233484,4874
5440567,93955.7632704377,4875
5440567,80939.1571202302,4876
5440567,111913.419660236,4877
5440567,163548.416335577,4878
5436431,168473.870812293,4879
5436431,136526.107580467,4880
5436431,130940.122181022,4881
5441096,121283.824883147,4882
5441096,80605.2766801951,4883
5441097,79990.7622402288,4884
5453774,111518.079665807,4885
5453774,84657.0355013946,4886
5443681,71540.2281757679,4887
5443681,46222.7483583841,4888
5443681,86052.8054468655,4889
5443681,144650.035692571,4890
5443681,206620.872536056,4891
5430140,226252.643955735,4892
5431250,201121.405911953,4893
5432250,184484.80686466,4894
5433186,166901.268119738,4895
5444564,113255.521983878,4896
5444564,55827.1618869275,4897
5444564,40700.5576125226,4898
5444564,91904.316638032,4899
5438380,107674.628994067,4900
5438380,124471.479909156,4901
5440761,109486.173489514,4902
5440761,79054.8175375763,4903
5442624,55782.9227419155,4904
5447895,43943.6346301528,4905
5445872,18461.6062918832,4906
5449336,46083.0026372556,4907
5447227,20943.0710753237,4908
5447227,43299.6993624928,4909
5451794,68749.018706378,4910
5454628,100445.972167451,4911
5439596,95853.7737078091,4912
5439596,127147.887303731,4913
5439596,177186.989360644,4914
5435116,228618.515019592,4915
5447116,216825.218720284,4916
5447116,152599.822603882,4917
5447116,88375.5672427976,4918
5447116,24161.5511370578,4919
5447116,40091.4562260282,4920
5447116,104311.427046181,4921
5439466,103535.089815121,4922
5440958,85411.5455369114,4923
5440884,79417.4633714681,4924
5452599,87559.5216676094,4925
5452599,68268.6385718865,4926
5446891,38936.5209928007,4927
5446937,18808.872680362,4928
5444716,38103.8709686563,4929
1096433,42804.1983624211,4930
5449896,35865.5311030624,4931
5449896,78184.4560426497,4932
5441032,79775.577902621,4933
1098043,47147.6379436536,4934
5447043,15757.0649109621,4935
5446243,13650.9164297916,4936
5448225,13748.8600697198,4937
5448331,63846.9151486408,4938
5451553,68641.9907050963,4939
5448395,23998.3647789726,4940
1097387,26534.4545047301,4941
1096843,28734.6761865584,4942
5447461,10283.4887563756,4943
5447517,7189.0173897581,4944
1097496,23077.6444272467,4945
1097497,39105.3681361244,4946
1097497,103308.807679942,4947
1095283,109953.819085488,4948
1095283,81160.6331426054,4949
1096365,43404.8897020178,4950
5448285,14922.8881128709,4951
5447988,23009.8468151294,4952
1097672,26725.0621533591,4953
5450518,43627.545916021,4954
5445881,68423.2637299756,4955
5445881,18415.6478259546,4956
5449419,36043.3273198936,4957
5445606,22783.3453969673,4958
5447782,7806.84162342971,4959
5447143,3635.23455133225,4960
1098069,32350.1228695803,4961
5447915,10022.7596455807,4962
5448953,24487.3075269578,4963
1097764,12327.7994892483,4964
5447917,14585.8167712856,4965
1096894,39279.2704570708,4966
5450266,40452.0300131716,4967
5448455,16569.8182548878,4968
5448059,12713.3097174001,4969
5448342,34940.9327682258,4970
5448405,22383.3953998068,4971
5448650,23245.0766434015,4972
1097694,6890.82697796282,4973
5447609,9272.09835777834,4974
5447254,5549.10866518855,4975
1097498,8946.91253237715,4976
1097262,15768.4885765373,4977
5446948,8097.11656476174,4978
5447192,2848.72824879279,4979
5447925,29055.2931972385,4980
5447367,26890.1597850358,4981
1097299,20315.4085157872,4982
1098455,43211.9120734932,4983
5447465,5227.38378645609,4984
5447465,66791.5972953701,4985
1094823,102634.72718489,4986
1094823,99382.4145589643,4987
5436735,127229.393226755,4988
5438162,110549.010305704,4989
5438162,119108.618193973,4990
5441549,80701.9951801902,4991
5441549,72929.2600599755,4992
5441549,111240.939230303,4993
1094336,130131.96234246,4994
1094336,116646.947082705,4995
1094336,136120.158483023,4996
5434702,165547.718377327,4997
5432672,174629.960890909,4998
5432672,196189.276646977,4999
5430704,197853.190197341,5000
5430781,196512.586996977,5001
5453479,152041.732643519,5002
5453479,102921.178556948,5003
5453479,79491.2206911675,5004
5454169,99920.3498332335,5005
5454169,140610.493189875,5006
5458132,165552.282786632,5007
5458132,145299.832449308,5008
5458132,151876.689866621,5009
5458132,182403.457151995,5010
5458132,227432.447285494,5011
5425313,255531.666326157,5012
5433644,231730.645924409,5013
5433644,190736.175304522,5014
5433644,165261.881630834,5015
5433644,162765.767628339,5016
5438002,133098.071961807,5017
5438002,111969.425394457,5018
5438002,124936.833349866,5019
5438002,164107.516808132,5020
5438002,215646.345806006,5021
5438002,272626.888782357,5022
5438002,332261.191167317,5023
5438002,393344.101857157,5024
1110475,411041.388928314,5025
1110475,416908.731859958,5026
1110475,432343.338830556,5027
1110475,456375.546236143,5028
1110475,487736.117603194,5029
1110475,525113.707941477,5030
1110475,567320.277059237,5031
1110475,613359.757318821,5032
5394031,597458.880744794,5033
5394031,575331.365719412,5034
5406535,540306.66050262,5035
5406535,504950.594397579,5036
5406535,475677.330574578,5037
5406535,453665.898546228,5038
5406535,440007.473602518,5039
5406535,435488.703400551,5040
1111319,438284.456083438,5041
1111319,448731.886694558,5042
5482906,457255.302285769,5043
5482906,469686.196884517,5044
5482906,490283.428498601,5045
5410745,475380.59870092,5046
5410745,443401.48597405,5047
5410745,418895.030464507,5048
5410745,403226.015992068,5049
5410745,397441.06234626,5050
1096130,385807.589528604,5051
1096130,322234.080025687,5052
1096130,258982.843376239,5053
1096130,196365.548499719,5054
1096130,135265.475096422,5055
1096130,79272.1483854123,5056
1096130,50213.5729392869,5057
1096130,83718.1996111475,5058
5436106,133166.747708731,5059
1094422,115308.485481022,5060
1094422,118976.38239979,5061
1094422,152527.757982173,5062
1094422,201554.109316348,5063
5449709,147076.208581349,5064
5449709,85587.0617360812,5065
5449709,35621.3950271389,5066
5443316,56075.4809399673,5067
5443316,103405.645669379,5068
5443316,162760.560920224,5069
5428124,223038.58316668,5070
5428124,233166.579863046,5071
5428124,259301.182006894,5072
5452961,240617.128512683,5073
5452961,180320.096684095,5074
5452961,124032.56283632,5075
5452961,80640.0685791047,5076
5452961,76626.1660156117,5077
5453061,76338.2002002718,5078
5453061,111199.456909522,5079
5453061,164782.044729518,5080
5453061,224033.323312897,5081
5453061,285444.81478057,5082
5453061,347874.34406222,5083
5418496,330412.185629734,5084
