flag_fin,region,length_category,year,days_at_sea,f_transit_med,s_transit_floor,das_trip_med,radius_km_med
SVN,Europe,12-24m,1952,203.443919815774,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1953,203.443919815774,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1954,203.443919815774,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1955,203.443919815774,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1956,202.236192862963,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1957,202.236192862963,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1958,202.236192862963,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1959,201.742163227071,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1960,201.742163227071,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1961,202.236192862963,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1962,202.236192862963,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1963,202.236192862963,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1964,202.739182872323,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1965,202.739182872323,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1966,202.004201028745,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1967,201.858111363503,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1968,201.858111363503,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1969,202.007665869455,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1970,202.2692327487,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1971,202.221793996699,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1972,202.280138527868,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1973,202.249031205861,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1974,202.27284638859,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1975,201.7658540731,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1976,201.7658540731,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1977,201.828050088694,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1978,201.958838353236,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1979,201.898992427223,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1980,201.7658540731,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1981,202.249031205861,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1982,202.27284638859,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1983,202.249031205861,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1984,201.7658540731,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1985,201.898992427224,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1986,201.898992427224,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1987,201.992683547092,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1988,202.07404718464,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1989,201.785975095919,0.376195945476261,25.0670960403572,4,838.301716127826
SVN,Europe,12-24m,1990,201.82036072071,0.376195945476261,25.0670960403572,4,838.301716127826
